;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;RECETTE SUBVENTION ETAT;RECETTE SUBVENTION DEPARTEMENT;RECETTE BOURSES ETAT;RECETTE BOURSES DEPARTEMENT;RECETTE BOURSES COMMUNE;RECETTE BOURSES FONDATION;RECETTE COMPLEMENTS;RECETTE FRAIS ETUDES;RECETTE LYCEE RENTES;RECETTE DIVERSES EX;RECETTE TROUSSEAU;RECETTE TOTALE;PRIX BOURSE PENSION;PRIX BOURSE DEMI-PENSION;PRIX BOURSE EXTERNES;PRIX PENSION ELEMENTAIRE;PRIX PENSION GRAMMAIRE;PRIX PENSION SUPERIEUR;PRIX PENSION MATHEMATIQUES;RETRIBUTION FRAIS ELEMENTAIRE;RETRIBUTION FRAIS GRAMMAIRE;RETRIBUTION FRAIS SUPERIEUR;RETRIBUTION FRAIS MATHEMATIQUES;RETRIBUTION ADMISSION;DEPENSE PERSONNEL TRAITEMENT;DEPENSE PERSONNEL INDEMNITES;DEPENSE PERSONNEL TOTAL;DEPENSE PERSONNEL CLASSIQUE TRAITEMENT;DEPENSE PERSONNEL CLASSIQUE INDEMNITES;DEPENSE PERSONNEL CLASSIQUE TOTAL;DEPENSE PERSONNEL SPECIAL TRAITEMENT;DEPENSE PERSONNEL SPECIAL INDEMNITES;DEPENSE PERSONNEL SPECIAL TOTAL;DEPENSE PERSONNEL MAITRE;DEPENSE PERSONNEL SUBVEILLANT;DEPENSE PERSONNEL MEDECIN;DEPENSE PERSONNEL AGENT;DEPENSE PERSONNEL TOTAL;DEPENSE NOURRITURE;DEPENSE MATERIEL HABILLEMENT;DEPENSE MATERIEL CHAUFFAGE;DEPENSE FRAIS SERVICE;DEPENSE MATERIEL BIBLIOTHEQUE;DEPENSE MATERIEL TROUSSEAU;DEPENSE MATERIEL TOTAL;DEPENSES TOTAL;REPORT TOTAL RECETTES;COMPARAISON RECETTE;COMPARAISON DEPENSE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE SURVEILLE;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE MATHEMATIQUES PREPA;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 8;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;877 ELEVE CLASSIQUE PASS;878 ELEVE CLASSIQUE PASS;879 ELEVE CLASSIQUE PASS;880 ELEVE CLASSIQUE PASS;881 ELEVE CLASSIQUE PASS;882 ELEVE CLASSIQUE PASS;883 ELEVE CLASSIQUE PASS;884 ELEVE CLASSIQUE PASS;885 ELEVE CLASSIQUE PASS;886 ELEVE CLASSIQUE PASS;887 ELEVE CLASSIQUE PASS;ELEVE CLASSIQUE TOTAL;ELEVE SPECIAL PASSE;878 ELEVE SPECIAL PASSE;879 ELEVE SPECIAL PASSE;880 ELEVES SPECIAL PASSE;881 ELEVES SPECIAL PASSE;882 ELEVES SPECIAL PASSE;883 ELEVES SPECIAL PASSE;884 ELEVES SPECIAL PASSE;885 ELEVES SPECIAL PASSE;886 ELEVES SPECIAL PASSE;887 ELEVES SPECIAL PASSE;ELEVES SPECIAL TOTAL
21;1;AIX-EN-PROVENCE;14;1880;24315;7676;16639;35000;NA;13241.25;4217.5;3025;975;139994;21111.900000000001;NA;10698.299999999999;18346.700000000001;246610;750;450;90;700;750;800;0;100;125;150;0;90;19419.990000000002;29.170000000000002;19449.16;58431.620000000003;4441.1499999999996;62873;12200;2660;1486;14860;16487.700000000001;1000;7899.96;127640;74653.619999999995;10186.98;19404.490000000002;2498.5999999999999;1946.7;13505.9;122196;249836;246610;NA;3226.29;20;5;4;2;187;20;238;0;1;12;58;115;2;188;426;0;0;11;12;29;0;29;1;19;26;18;28;22;24;29;59;307;4;4;8;22;45;36;119;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15;17;39;0;0;0;0;0;0;0;0;3;2;0;5
22;2;AVIGNON;22;1803;7306;3880;3426;42573.589999999997;NA;14186.25;11456.25;3450;NA;95365;18284.25;NA;8229.2700000000004;8273.5;201818;750;450;125;700;750;800;0;100;125;150;0;90;19083.299999999999;1559.7;20643;50885.860000000001;5977.6499999999996;56864;12050;3670;15720;5735;10120.200000000001;700;6969.21;116751;45683.139999999999;4311.9499999999998;19870.209999999999;1944.23;795.73000000000002;18260.34;90866;207617;201818;NA;5798.1599999999999;24;20;6;0;101;29;180;0;0;7;22;174;0;203;383;0;0;15;9;10;2;23;1;24;31;27;36;30;34;22;36;300;0;5;11;18;25;24;83;383;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;6;14;0;0;0;0;0;0;0;0;2;0;2;4
23;2;BASTIA;24;1844;7289.1300000000001;4266.8000000000002;3022.3299999999999;49058.209999999999;NA;22410;15120;12804;180;85708;28149.25;NA;3759.7800000000002;23634.5;240823;600;375;100;600;650;700;0;80;100;120;0;0;17907.200000000001;12.5;17919.700000000001;64318.629999999997;7031.21;71350;9500;3225;12725;4550;10447.549999999999;1300;8115.71;126408;59327.580000000002;16228.25;11340.040000000001;2488.23;1189.4300000000001;15564.83;106138;232546;240823;8277.3299999999999;NA;39;28;20;0;136;18;241;0;0;4;0;356;0;360;601;0;0;15;16;10;1;22;0;21;37;38;47;58;58;35;75;433;9;6;18;23;41;71;168;601;0;0;0;0;0;0;0;0;1;0;2;7;2;4;6;0;5;1;2;30;0;1;0;1;0;2;1;2;1;3;1;12
24;3;DIGNE;47;1887;15690.4;4966.3999999999996;10724;16662.799999999999;NA;984;NA;NA;NA;10014;2046.5;NA;724.10000000000002;10339.35;40771;600;0;90;550;600;650;0;70;80;100;0;90;3851.0799999999999;129.72999999999999;3980.8099999999999;10414.610000000001;1118.98;11534;2349.71;148.61000000000001;2498.3200000000002;411.10000000000002;1399.97;120.83;1260.5;21205;6411.79;712.35000000000002;10897.52;NA;NA;8150;26172;47377;40771;NA;6605.7799999999997;7;0;0;0;52;15;74;2;0;0;30;34;0;66;140;0;0;3;3;8;0;8;1;6;10;6;3;9;23;9;12;101;0;0;3;5;13;18;39;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;35;0;0;0;0;0;0;0;0;0;0;16;16
25;3;MARSEILLE;68;1802;18509;5514;12995;36700.269999999997;NA;36424.370000000003;7872;28375.5;NA;320631;163115.25;696;25278.669999999998;52234.419999999998;671328;950;550;150;900;950;1000;1100;150;200;250;300;90;38350;3295.8299999999999;41645.830000000002;199313.89999999999;28145.549999999999;227459;40130;3947.2199999999998;44077.220000000001;11128.92;37427.160000000003;2820;23195.490000000002;387754;134827.70999999999;21830.02;73239.039999999994;5972.5500000000002;3154.6799999999998;33259.540000000001;272284;660038;671328;11290.120000000001;NA;38;3;6;0;157;172;376;5;13;45;272;708;47;1090;1466;34;27;89;27;33;0;42;0;42;95;73;73;108;103;110;164;1020;7;20;29;63;162;165;446;1466;0;6;30;25;0;0;0;0;28;21;24;22;29;25;24;35;27;22;26;283;9;11;8;7;9;8;11;12;7;5;12;99
26;3;MARSEILLE-PL;69;1859;28466;1985;26481;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;2;0;3;0;131;2;138;0;0;0;1;1;0;2;140;0;0;0;0;0;0;0;0;0;0;21;20;22;19;24;34;140;0;0;0;0;0;0;0;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27;1;NICE(G);85;1860;14831;6881;7950;122113.88;280;28067.5;2852.5;9675;NA;151408;52134.5;260.39999999999998;6510.1300000000001;12049.389999999999;385351;800;475;150;800;850;900;1000;120;150;200;250;90;31648.330000000002;3341.0999999999999;34989.43;130726.08;16647.32;147373;22800;2300;25100;9880;19529.939999999999;1521.6700000000001;15547.66;253942;76099.130000000005;18512.299999999999;20563.25;4153.0299999999997;1498.54;8640.7600000000002;129467;383409;385351;1941.72;NA;40;7;8;0;94;79;228;6;0;0;21;419;0;446;674;10;2;31;11;14;1;27;12;27;39;47;37;36;49;65;125;533;1;6;18;21;56;39;141;674;0;0;8;4;0;0;0;0;7;9;10;11;8;12;11;9;7;9;17;110;4;5;5;6;4;4;3;5;4;3;5;48
28;1;NICE-PL(G);86;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;1;0;0;0;29;9;39;0;0;0;2;22;0;24;63;0;0;0;0;0;0;0;0;0;0;0;0;18;18;9;18;63;0;0;0;0;0;0;0;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29;4;TOULON;114;1861;16170;5724;10446;72961.100000000006;NA;43545.809999999998;420;8892;NA;79848;37495.879999999997;NA;3673.5500000000002;14543.299999999999;261380;800;475;120;750;800;850;0;100;140;175;0;90;20616.66;75.829999999999998;20692.490000000002;78238.880000000005;12415.219999999999;90654;8128.3299999999999;1120.8299999999999;9249.1599999999999;7100;14985;750;8095.8400000000001;151527;51292.139999999999;10646.549999999999;13777.280000000001;3129.0700000000002;1498.2;20579.490000000002;100923;252449;261380;8930.2700000000004;NA;18;0;11;59;87;38;213;0;24;22;57;295;0;398;611;87;0;49;12;19;0;22;0;19;26;49;39;56;35;53;74;540;0;0;9;10;28;24;71;611;0;0;0;5;22;0;0;0;9;6;9;4;11;9;5;6;0;11;7;77;2;1;3;0;1;2;0;0;0;3;0;12
30;0;BESANCON;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;26;31;34;39;24;29;25;36;39;39;349;14;10;13;10;8;7;10;13;10;10;13;118
31;2;BELFORT;26;1873;37000;4844;32156;92229.160000000003;1680;10225.25;NA;NA;NA;111531;20761;NA;10481.66;11498.639999999999;258407;650;400;120;650;700;750;0;90;110;130;0;90;24300;2622.5;26922.5;57165.550000000003;7478.3199999999997;64644;22703.34;4096.6599999999999;26800;8298;14825.5;1000;9950;152440;62175.290000000001;16015.32;25460.470000000001;2461.2600000000002;1547.0899999999999;8897.3700000000008;110557;262997;258407;NA;4589.6099999999997;16;0;0;0;153;29;198;1;0;0;39;182;0;222;420;0;0;11;6;6;0;22;2;12;25;30;27;22;24;22;58;267;6;9;15;25;32;66;153;420;0;0;0;1;0;0;0;0;17;17;13;14;16;11;14;11;13;10;8;144;10;9;11;8;7;7;6;9;7;5;5;84
32;2;BESANCON(G);27;1803;24777.59;6836.9300000000003;17940.66;110679.16;600;25670.5;800;4785;NA;128303;35693.5;249;5794;7480;320054;800;475;150;800;850;900;1000;120;150;200;250;90;24908.330000000002;997.76999999999998;25906.099999999999;97889.160000000003;19301.66;117191;18133.330000000002;2395;20528.330000000002;6400;22607.73;1300;8660.8299999999999;202594;69626.600000000006;9680;20239.93;2725.9499999999998;1396.1700000000001;4622.71;108291;310885;320054;9168.7900000000009;NA;41;1;6;0;156;19;223;7;0;6;47;261;0;321;544;12;29;90;16;14;3;20;5;23;34;31;27;35;24;26;47;436;10;10;14;23;27;24;108;544;0;10;34;44;0;0;0;2;5;6;14;10;20;6;5;7;17;22;23;135;0;0;0;0;0;0;0;0;2;0;0;2
33;3;LONS-LE-SAUNIER;61;1863;20286;3991;16295;69402.770000000004;628.10000000000002;9596.25;13000;NA;NA;83507;8311.5;NA;4645.1999999999998;7962.3500000000004;197053;650;400;90;600;650;700;0;80;100;120;0;90;15400;2188.8800000000001;17588.880000000001;50127.169999999998;6545.2200000000003;56672;12155.76;1383.3299999999999;13539.09;5301.6599999999999;10791.77;700;7866.1899999999996;112460;49347.900000000001;10093.200000000001;14959.469999999999;2225.1500000000001;938.86000000000001;5723.25;83288;195748;197053;1304.8900000000001;NA;15;30;0;0;89;44;178;1;0;0;0;129;0;130;308;0;0;16;7;7;1;11;2;17;17;23;16;28;23;15;39;222;3;8;10;21;25;19;86;308;0;0;0;0;0;0;0;0;1;0;0;0;0;3;8;5;5;4;6;32;3;0;0;0;0;0;2;4;1;4;5;19
34;3;VESOUL;127;1859;15661;2895.5700000000002;12765.43;77037.5;600;9060;4102.5;2650;NA;48318;8041.5;NA;2891.7399999999998;4760.7200000000003;157461;650;400;0;600;650;700;0;80;100;120;0;0;18299.98;1355.55;19655.529999999999;44165.529999999999;3916.9499999999998;48082;15641.08;2360.5500000000002;18001.630000000001;5062.7200000000003;6073.5900000000001;950;6011.2399999999998;103837;30640.740000000002;4796.96;10334.959999999999;2062.1799999999998;1024.3;3893.6999999999998;52753;156590;157461;871.13;NA;18;12;5;0;57;25;117;0;0;0;0;116;0;116;233;0;0;5;1;4;0;10;0;10;12;16;14;13;17;16;38;156;3;4;6;13;21;30;77;233;0;0;0;0;0;0;0;1;4;3;4;10;3;4;2;2;1;3;2;38;1;1;2;2;1;0;2;0;0;1;3;13
35;0;BORDEAUX;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;11;15;21;17;32;23;23;38;24;55;271;8;10;9;11;12;8;14;10;5;9;13;109
36;1;AGEN;13;1854;11133;4877;6256;51119.440000000002;NA;12034;12708.5;NA;NA;136574;15611.629999999999;NA;7228.0299999999997;19075.139999999999;254351;700;425;120;700;750;800;0;100;120;150;0;90;23250;2210;25400;63398.599999999999;7095.8100000000004;70494;12224.98;2975;15199.98;6215.5500000000002;16050.549999999999;1150;11291.209999999999;145862;64648.639999999999;9409.5599999999995;16551.400000000001;2789.21;1928.3800000000001;14734.309999999999;110062;255923;254350;NA;1572.3299999999999;22;27;0;0;170;36;255;1;0;0;25;134;0;160;415;0;0;27;13;4;9;9;17;17;35;37;29;27;35;16;32;307;4;11;13;20;29;31;108;415;0;0;0;3;0;0;0;0;0;0;0;0;0;12;3;7;11;6;7;46;0;0;0;0;0;1;2;0;0;2;1;6
37;1;BAYONNE;25;1874;23630;4000;19630;60793.330000000002;NA;8747.5;700;2975;NA;90053;11057.5;NA;4293.1999999999998;9803.7999999999993;189424;700;425;90;700;750;800;0;100;125;150;0;90;19609.43;25;19634.43;45279.68;5129.4399999999996;50409;7933.3299999999999;3087.2199999999998;11020.549999999999;3300;8419.1100000000006;1000;8287.5200000000004;102071;42767.150000000001;7325.5799999999999;27201.049999999999;1999.3499999999999;1217.3800000000001;8030.6099999999997;88541;190612;189424;NA;1188.1099999999999;13;2;6;0;96;36;153;0;0;0;33;56;0;89;242;0;0;12;6;4;0;9;2;3;8;17;13;11;14;18;21;138;0;7;8;22;38;29;104;242;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1;0;2;8;0;0;1;1;0;0;0;0;0;1;0;3
38;3;BORDEAUX(G);29;1803;15369.42;7445.1499999999996;7924.2700000000004;65984.710000000006;600;38696.25;NA;25620;NA;493227;97215.399999999994;NA;20442.060000000001;19774.360000000001;761560;900;525;150;900;950;1000;1100;150;200;250;300;90;38839.989999999998;4100;42939.989999999998;199821.38;29046.98;228868;48727.669999999998;4447.2200000000003;53174.989999999998;15325;59612.080000000002;2660;28151.34;430672;173391.57999999999;43253.809999999998;72434.75;7078.75;6093.8999999999996;12006.41;314259;744931;761560;16629.27;NA;51;0;23;5;256;297;632;3;0;74;19;537;27;660;1292;33;34;134;33;47;8;61;8;78;99;117;77;65;68;54;67;983;8;29;32;77;97;66;309;1292;9;7;45;54;7;3;11;2;7;9;8;10;9;11;12;12;13;11;21;123;4;3;2;5;6;2;7;5;4;1;3;42
39;3;BORDEAUX-PL(G);30;1859;102100;2626;99474;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;3;0;0;0;108;5;116;0;0;0;0;4;0;4;120;0;0;0;0;0;0;0;0;0;0;0;34;21;25;9;13;102;0;0;0;0;0;18;18;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
40;2;MONT-DE-MARSAN;72;1859;30000;3522;26478;103653.33;NA;12075;675;750;NA;94449;6599;NA;8409.1200000000008;7121.29;233731;600;375;90;600;650;700;0;80;100;120;0;0;22984.439999999999;1721.6600000000001;24706.099999999999;54229.690000000002;4873.4899999999998;59103;18100.09;2475;20575;5482.8900000000003;11198.459999999999;1000;9761.7299999999996;131827;60436.830000000002;9833.8500000000004;22704.200000000001;2240.7199999999998;3878.5100000000002;5572.5100000000002;104667;236494;233731;NA;2762.48;20;2;2;0;141;14;179;0;0;0;0;80;0;80;259;0;0;5;2;6;0;15;1;15;16;15;13;24;6;15;10;143;8;12;16;23;40;17;116;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;19;24;0;0;0;0;0;0;0;0;0;1;4;5
41;2;MONT-DE-MARSAN-PL;73;1803;7529;3285;4244;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;0;0;0;0;1;0;1;0;0;0;7;16;0;23;24;0;0;0;0;0;0;0;0;0;0;2;2;1;4;3;5;17;0;0;0;0;0;7;7;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;5;PAU;92;1803;61468;13308;48160;56329.139999999999;NA;18327.5;700;1575;1349;100339;22903.900000000001;NA;6456.75;6064.4499999999998;214044;700;425;120;750;800;850;0;100;140;175;0;90;19977.5;1525;21502.5;64786.68;7993.2299999999996;72780;8250;3650;11900;2940;10355.82;1100;7970;128548;47922.75;6509.71;20347.169999999998;2233.6999999999998;1047.3399999999999;5102.3299999999999;83163;211711;214044;2333.21;NA;25;2;3;2;129;33;194;7;0;0;51;185;0;243;437;0;0;26;14;17;0;30;0;20;30;36;31;31;16;26;61;338;0;10;16;27;22;24;99;437;0;0;0;1;0;0;0;1;3;1;4;5;3;6;4;2;5;3;4;40;4;7;5;3;6;2;4;5;1;3;3;43
43;3;PERIGUEUX;93;1845;16700;4116;12584;34200;NA;11320;NA;8558;NA;103478;18139.799999999999;NA;4177.8999999999996;4701;184574;700;425;130;700;750;800;0;100;125;150;0;0;18775;525;19300;57842.5;8133.3500000000004;65976;5599.9499999999998;1791.7;7391.6499999999996;5535;9581.9500000000007;620;7263.0500000000002;115668;50018.279999999999;7235.6499999999996;13587.879999999999;2199.3099999999999;1078.6199999999999;3530.9499999999998;77651;193318;184574;NA;8743.7399999999998;17;0;3;1;139;29;189;0;0;35;0;202;0;237;426;0;0;14;18;15;0;24;0;16;34;33;39;34;36;28;45;336;4;7;11;19;31;18;90;426;0;0;0;0;0;0;0;0;2;1;3;3;3;3;4;2;5;2;2;30;0;0;1;2;0;3;1;0;0;1;2;10
44;0;CAEN;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;20;26;29;35;34;33;31;32;73;71;411;8;8;7;9;14;15;10;7;12;12;25;127
45;1;ALENCON;16;1846;18781;5452;13329;82933.330000000002;4000;9360;2460;4680;NA;43617;8221.5;NA;3161.7800000000002;1615.25;160049;600;375;90;600;650;700;0;80;100;120;0;90;19975;1225;21200;50868.330000000002;5878.6599999999999;56747;11845;3392.5;15237.5;3350;6953.6000000000004;662.5;6721.8699999999999;110872;33007.559999999998;6211.4899999999998;11089.440000000001;1784.7;872.25999999999999;1167.8299999999999;54133;165006;160049;NA;4956.8800000000001;17;4;11;0;54;13;99;0;0;16;10;92;0;118;217;0;0;8;9;10;0;10;0;5;6;17;12;11;13;12;25;138;8;8;10;10;20;23;79;217;0;0;0;0;0;0;0;0;3;2;4;3;3;5;4;3;1;1;0;29;1;1;0;2;2;4;0;0;2;0;0;12
46;2;CAEN;35;1803;43495;8153;35342;100949.99000000001;2500;17943.75;NA;6600;NA;190150;33158.5;900;23970.610000000001;17941.75;394115;750;450;140;750;800;850;1000;100;140;175;250;90;23850;1675.8299999999999;25525.830000000002;108403.33;16716.66;125120;27720;2400;30120;8326;24501.580000000002;1300;12055.809999999999;226949;105605.48;12155.219999999999;18490.939999999999;3564.1500000000001;1747.6400000000001;39093.599999999999;180657;407606;394115;NA;13491.639999999999;28;0;13;0;224;80;345;0;0;0;37;288;21;346;691;11;8;28;9;26;0;43;3;31;44;43;46;47;48;48;120;555;0;7;14;31;43;41;136;691;0;2;7;5;0;0;0;1;1;2;3;3;2;3;3;2;2;3;4;28;2;2;1;2;3;1;2;2;3;2;3;23
47;2;CHERBOURG;44;1886;11000;5400;5600;45104.139999999999;NA;12071.25;3937.5;22968.75;765;111720;23739;NA;10636.26;14270.620000000001;245213;750;450;90;700;750;800;0;100;125;150;0;0;18583.330000000002;1246.6700000000001;19830;69269.190000000002;5158.6400000000003;74428;12816.67;2503.3299999999999;15320;4179.9899999999998;13306.200000000001;1000;9707.3299999999999;137771;56673.330000000002;7078.2799999999997;16989.43;2387.8800000000001;1898.51;15971.139999999999;100999;238770;245213;6442.6000000000004;NA;49;7;12;0;95;63;226;9;0;30;0;201;0;240;466;0;0;92;38;8;0;18;0;17;13;32;29;29;27;21;52;376;0;8;15;24;24;19;90;466;0;0;0;8;35;0;0;0;0;0;0;0;0;0;0;0;0;39;38;77;0;0;0;0;0;0;0;0;0;6;9;15
48;3;COUTANCES;46;1853;20200;3730;16470;81515.279999999999;NA;8113.75;5956.25;3347.5;300;104673;11940.5;NA;4014.5;12823.4;232690;700;425;110;650;700;750;0;90;110;130;0;90;22522.240000000002;2157.2199999999998;24679.459999999999;64032.190000000002;5486.9399999999996;69519;14450;3180;17630;6440;13534.889999999999;1100;8524.8099999999995;141428;56126.330000000002;11011.16;15245.6;2697.04;1269.8399999999999;12966.75;99317;240745;232690;NA;8055.46;17;12;9;0;158;5;201;0;0;0;28;104;0;132;333;0;0;7;6;14;0;16;3;16;21;28;28;19;22;16;31;227;14;11;10;15;32;24;106;333;0;0;0;0;0;0;0;0;6;0;1;1;1;2;2;2;6;7;6;34;0;0;1;0;0;4;1;0;0;1;2;9
