;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;RECETTE SUBVENTION ETAT;RECETTE SUBVENTION DEPARTEMENT;RECETTE BOURSES ETAT;RECETTE BOURSES DEPARTEMENT;RECETTE BOURSES COMMUNE;RECETTE BOURSES FONDATION;RECETTE COMPLEMENTS;RECETTE FRAIS ETUDES;RECETTE LYCEE RENTES;RECETTE DIVERSES EX;RECETTE TROUSSEAU;RECETTE TOTALE;PRIX BOURSE PENSION;PRIX BOURSE DEMI-PENSION;PRIX BOURSE EXTERNES;PRIX PENSION ELEMENTAIRE;PRIX PENSION GRAMMAIRE;PRIX PENSION SUPERIEUR;PRIX PENSION MATHEMATIQUES;RETRIBUTION FRAIS ELEMENTAIRE;RETRIBUTION FRAIS GRAMMAIRE;RETRIBUTION FRAIS SUPERIEUR;RETRIBUTION FRAIS MATHEMATIQUES;RETRIBUTION ADMISSION;DEPENSE PERSONNEL TRAITEMENT;DEPENSE PERSONNEL INDEMNITES;DEPENSE PERSONNEL TOTAL;DEPENSE PERSONNEL CLASSIQUE TRAITEMENT;DEPENSE PERSONNEL CLASSIQUE INDEMNITES;DEPENSE PERSONNEL CLASSIQUE TOTAL;DEPENSE PERSONNEL SPECIAL TRAITEMENT;DEPENSE PERSONNEL SPECIAL INDEMNITES;DEPENSE PERSONNEL SPECIAL TOTAL;DEPENSE PERSONNEL MAITRE;DEPENSE PERSONNEL SUBVEILLANT;DEPENSE PERSONNEL MEDECIN;DEPENSE PERSONNEL AGENT;DEPENSE PERSONNEL TOTAL;DEPENSE NOURRITURE;DEPENSE MATERIEL HABILLEMENT;DEPENSE MATERIEL CHAUFFAGE;DEPENSE FRAIS SERVICE;DEPENSE MATERIEL BIBLIOTHEQUE;DEPENSE MATERIEL TROUSSEAU;DEPENSE MATERIEL TOTAL;DEPENSES TOTAL;REPORT TOTAL RECETTES;COMPARAISON RECETTE;COMPARAISON DEPENSE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE SURVEILLE;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE MATHEMATIQUES PREPA;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 8;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;877 ELEVE CLASSIQUE PASS;878 ELEVE CLASSIQUE PASS;879 ELEVE CLASSIQUE PASS;880 ELEVE CLASSIQUE PASS;881 ELEVE CLASSIQUE PASS;882 ELEVE CLASSIQUE PASS;883 ELEVE CLASSIQUE PASS;884 ELEVE CLASSIQUE PASS;885 ELEVE CLASSIQUE PASS;886 ELEVE CLASSIQUE PASS;887 ELEVE CLASSIQUE PASS;ELEVE CLASSIQUE TOTAL;ELEVE SPECIAL PASSE;878 ELEVE SPECIAL PASSE;879 ELEVE SPECIAL PASSE;880 ELEVES SPECIAL PASSE;881 ELEVES SPECIAL PASSE;882 ELEVES SPECIAL PASSE;883 ELEVES SPECIAL PASSE;884 ELEVES SPECIAL PASSE;885 ELEVES SPECIAL PASSE;886 ELEVES SPECIAL PASSE;887 ELEVES SPECIAL PASSE;ELEVES SPECIAL TOTAL
49;3;EVREUX;50;1854;9565;2574;6991;105491.64999999999;2000;9575;14000;3525;750;68793;8519.5;NA;8195.3500000000004;8076.8500000000004;228927;700;425;110;650;700;750;0;90;110;130;0;0;18672.220000000001;712.49000000000001;19384.709999999999;48213.019999999997;8741.4400000000005;56954;13814.110000000001;2886.9299999999998;16701.040000000001;5697.1000000000004;10218.860000000001;1050;8223.75;118230;54895.629999999997;12861.93;17653.830000000002;2377.8800000000001;931.83000000000004;7565.46;96287;214516;228927;14410.120000000001;NA;15;22;7;1;93;9;147;0;0;0;0;127;0;127;274;0;0;5;8;2;0;11;0;10;14;14;17;19;26;18;39;183;2;7;7;19;21;35;91;274;0;0;0;0;0;0;0;0;0;0;1;4;5;2;4;2;4;6;1;29;1;2;1;1;0;2;1;1;0;0;0;9
50;2;HAVRE(LE)(G);55;1861;17328;6064.6099999999997;11263.389999999999;125265.27;NA;7320;4432.5;9885;NA;95058;49741;NA;540.33000000000004;9590.0499999999993;301832;900;525;150;850;900;950;0;140;175;225;0;90;22903.330000000002;616.25;23519.580000000002;97919.160000000003;15135.959999999999;113055;30150;2250;32400;6025;12998.799999999999;1400;10856.200000000001;200255;46475.239999999998;7331.1000000000004;13671.35;2998.0999999999999;1678.6700000000001;8647.6399999999994;80802;281057;301832;20774.849999999999;NA;8;6;16;0;42;108;180;0;0;0;41;297;0;338;518;0;0;17;7;8;1;14;2;18;33;29;39;41;44;37;101;391;5;7;17;27;34;37;127;518;0;0;3;0;0;0;2;0;0;0;0;1;0;1;3;3;4;4;6;22;1;0;0;1;0;1;4;1;2;1;6;17
51;4;MANS(LE);67;1850;22521;4569;17952;75000;NA;5079;9100;7300;NA;125833;20346.5;NA;13158.91;13422.4;269240;700;425;120;700;750;800;0;100;125;150;0;0;21594.43;3335.8299999999999;24930.259999999998;70798;7772;78570;11825;2675;14500;6417.3299999999999;13878.200000000001;1000;10497.379999999999;149793;67294.550000000003;8281.9599999999991;16108.629999999999;2599.9499999999998;1689.99;18216.75;114192;213985;269240;5255.1599999999999;NA;7;19;10;0;124;95;255;1;0;0;0;244;0;245;500;7;0;20;13;20;0;17;2;24;37;23;23;29;39;28;117;399;4;11;16;33;20;17;101;500;0;0;0;3;0;0;0;0;7;5;4;7;11;9;3;7;3;0;2;58;2;1;3;2;7;1;0;0;2;0;3;21
52;4;ROUEN(G);106;1803;18859;8921;9938;82380.550000000003;345;19406.25;7747.5;14550;2701;252294;54048.25;NA;20824.099999999999;20054.630000000001;474352;950;550;200;900;950;1000;1100;150;200;250;300;0;29200;1267.5;30467.5;144071.92999999999;14821.82;158894;25914.43;3650;29564.43;10440;27522.169999999998;1356.6600000000001;17950;276195;102449.36;29345.57;32628.060000000001;5099.3500000000004;3274.0500000000002;22307.830000000002;195104;471299;474352;3053;NA;28;12;23;3;195;177;438;0;0;0;0;183;101;284;722;9;4;39;17;25;1;41;8;43;63;82;63;53;50;25;72;595;0;5;16;27;49;30;127;722;0;1;9;9;0;0;0;1;10;11;13;10;13;12;14;12;12;13;14;134;1;2;1;1;2;2;2;3;3;2;2;21
53;0;CHAMBERY;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;3;2;4;3;4;4;3;3;36;1;0;1;2;1;0;1;2;1;1;1;11
54;1;CHAMBERY;39;1860;21850;5168;16682;78781.929999999993;350;17855;4550;6638;NA;81160;17880.389999999999;539.01999999999998;6587.1999999999998;11562.879999999999;225905;760;425;0;650;700;7508;0;90;110;130;0;90;20200;510;20710;72276.080000000002;7064.9200000000001;79342;7616.6499999999996;1382.22;8998.8700000000008;7300;12043.85;800;7749.4700000000003;136943;50263.739999999998;12749.91;20547.029999999999;2499.3499999999999;789.97000000000003;9355.6299999999992;96206;233149;225905;NA;7244.0200000000004;32;9;0;0;93;11;145;0;0;39;26;225;0;290;435;0;0;25;12;5;3;13;11;12;21;27;26;24;26;30;73;308;3;7;16;25;32;44;127;435;0;0;0;6;0;0;0;2;4;3;3;3;2;4;3;4;4;3;3;36;1;0;1;2;1;0;1;2;1;1;1;11
55;0;CLERMONT;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1;4;149;12;20;144;27;21;19;143;546;3;3;2;93;9;11;136;11;6;7;46;327
56;2;CLERMONT;45;1803;7101.0200000000004;2673;4428.0200000000004;122000;NA;31502.5;NA;NA;NA;210664;35562.25;NA;10555.860000000001;29639.25;439924;800;475;150;800;850;900;1000;120;150;200;250;90;26200;2762.5;28962.5;121403.37;14083;135486;26811.099999999999;4868.3000000000002;31679.400000000001;12388.639999999999;28935.540000000001;2700;18430.009999999998;258582;99209.350000000006;13828.99;22554.5;3498.0500000000002;1499.46;38461.389999999999;179052;437634;439924;2289.9099999999999;NA;45;0;0;0;189;43;277;2;0;0;17;120;0;139;416;11;12;54;29;21;3;33;11;20;56;50;0;0;0;0;0;300;11;6;14;40;45;0;116;416;0;8;9;8;0;0;1;1;0;0;1;4;3;10;19;17;11;9;20;94;0;0;0;0;0;0;1;4;1;3;0;9
57;4;GUERET(G);53;1880;11430;4618;6812;86448.610000000001;NA;12780;1017.5;1386;NA;100543;6177.25;NA;6096.0500000000002;6609.1000000000004;221058;650;400;100;600;650;700;0;80;100;120;0;90;17800;5;17805;50265;4590.4499999999998;54855;16429.16;3718.3299999999999;20147.490000000002;5965;12955.5;1200;7897.5;120826;53103.93;12084.51;15098.01;1931.3399999999999;934.75999999999999;4709.4200000000001;87862;208688;221058;12369.6;NA;26;5;0;0;164;5;200;0;0;16;10;75;0;101;301;0;0;13;6;8;0;13;0;14;16;18;15;23;16;15;24;181;7;8;6;19;45;35;120;301;0;0;0;0;0;0;0;0;0;0;0;142;4;6;1;3;5;1;2;164;0;0;0;90;8;9;7;6;4;2;2;128
58;3;MONTLUCON;74;1880;17584.900000000001;4600;12984.9;53000;NA;5955;NA;4780;NA;83718;13768.5;NA;7240.6099999999997;8856.9599999999991;177319;600;375;90;600;650;700;0;80;100;120;0;90;17700;1163.8800000000001;18863.880000000001;48618.32;3358.0700000000002;51976;14150.530000000001;2810.79;16961.32;5385;10864.129999999999;1000;7351.3599999999997;112402;38807.75;6620.4200000000001;12492.67;1550.8499999999999;806.29999999999995;8522.2099999999991;68801;181203;177319;NA;3883.8000000000002;13;0;7;0;123;31;174;1;0;15;46;102;0;164;338;0;0;9;4;5;0;7;2;13;17;14;15;17;30;21;28;182;10;9;13;44;51;29;156;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;5;3;3;2;133;0;0;0;0;0;0;126;0;0;1;2;129
59;4;MOULINS(G);78;1802;29279;6789.4499999999998;22489.549999999999;84000;NA;11211.75;NA;1458.75;NA;108795;21661;NA;1069.4100000000001;5741.6899999999996;233937;750;450;120;750;800;850;1000;100;140;175;250;90;22202.220000000001;510;22712.220000000001;65793.880000000005;7275;73069;13800;1695;15495;6895;15962.73;1200;9377.0699999999997;144711;54057.809999999998;7428.6700000000001;13895.83;2473.3000000000002;1686.4100000000001;4528.3999999999996;84070;228781;233937;5155.71;NA;15;0;1;0;116;33;165;1;0;0;43;128;0;172;337;4;7;22;5;13;0;14;6;12;19;22;17;17;28;13;38;237;0;14;15;19;32;20;100;337;0;0;9;4;0;0;0;1;4;1;2;2;5;4;2;2;1;5;5;33;3;2;2;2;1;0;2;1;0;1;2;16
60;2;PUY(LE);96;1835;7747.1199999999999;3714.1199999999999;4033;65875;NA;7660.5;10949.99;7500;NA;40546;12216.5;NA;2762.52;3941.1500000000001;151452;600;375;90;600;650;700;0;80;100;120;0;90;17700;375;18075;40500;4118.5;44619;11600;2420.25;14020.25;3166.6700000000001;9125.2399999999998;700;6125.2600000000002;95831;31638.34;8373.0400000000009;9540.0900000000001;1600;650.5;2954.1100000000001;54756;150587;151452;865.11000000000001;NA;16;26;15;0;40;9;106;0;0;0;50;73;0;123;229;0;0;7;5;4;0;11;3;8;15;18;24;27;21;13;16;172;0;3;7;11;20;16;57;229;0;0;0;0;0;0;0;0;2;0;1;1;0;0;2;0;1;1;0;8;0;1;0;1;0;2;0;0;1;0;1;6
61;2;TULLE;123;1883;18500;4145;14355;16261.35;NA;4140;NA;720;NA;14589;3673.5;NA;2968.48;15266.200000000001;57619;600;375;90;550;600;650;0;70;90;110;0;60;4278.8800000000001;166.66;4445.54;11821.08;1320.0899999999999;13141;3901.6599999999999;599.37;4501.0299999999997;691.65999999999997;2075.5500000000002;290;1629.28;26774;9024.0300000000007;1001.45;13282.530000000001;NA;197.69999999999999;10801.879999999999;34308;61082;57619;NA;3463.0599999999999;27;0;0;0;76;12;115;0;0;11;19;111;0;141;256;0;0;7;6;11;0;22;0;17;16;21;19;15;22;16;21;193;0;5;7;15;18;18;63;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;114;0;0;0;0;0;0;0;0;0;0;39;39
62;2;CLERMONT-PL;128;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;1;0;0;0;91;23;115;0;0;0;18;143;0;161;276;0;0;0;0;0;0;0;0;0;0;0;55;52;45;20;63;235;0;0;0;0;0;41;41;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
63;0;DIJON;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;35;25;38;32;29;38;34;29;41;37;368;2;1;3;3;6;3;3;6;2;3;5;37
64;1;CHAUMONT;43;1843;12337;5279;7058;94920.830000000002;99.75;8631.25;1950;2600;600;64465;12125.5;289;2603.8000000000002;7169.5799999999999;195455;650;400;90;600;650;700;0;80;100;120;0;90;18744.450000000001;700;19444.450000000001;48996.660000000003;6402.4899999999998;55399;10666.67;2512.5;13179.17;5870;8427.4200000000001;800;7461.4899999999998;110582;45884.379999999997;6973.7299999999996;14756.030000000001;2086.1399999999999;854.30999999999995;5941.6999999999998;76496;187078;195455;8376.8700000000008;NA;20;4;4;1;95;12;136;1;0;0;22;106;0;129;265;0;0;11;5;4;0;12;3;6;17;17;14;18;10;11;46;174;0;6;13;22;23;27;91;265;0;0;0;0;0;0;0;2;5;2;3;6;3;5;4;6;3;3;5;45;0;1;2;0;3;1;0;3;0;0;2;12
65;3;DIJON;48;1803;11888.620000000001;3997;7891.6199999999999;47000;NA;26663.75;4722.5;4165;NA;271311;50388.879999999997;NA;20897.41;19954.650000000001;445103;850;500;150;850;900;950;1000;140;175;225;300;90;24646.650000000001;3335.54;27982.189999999999;123908.88;17271.77;141181;24722.490000000002;2302.7600000000002;27025.25;7800;26501.560000000001;1700;12401.5;244591;116477.55;21272.360000000001;29005.759999999998;3185.9000000000001;3586.6799999999998;14482.030000000001;188010;432601;445103;12502.01;NA;38;9;8;0;242;93;390;2;4;1;0;301;31;339;729;21;26;85;23;26;1;29;0;30;59;54;54;50;50;20;54;582;8;6;23;30;43;37;147;729;1;12;34;31;0;0;3;1;18;20;21;23;20;17;22;18;21;29;27;236;0;0;0;0;1;0;0;1;1;1;2;6
66;4;NEVERS;84;1860;7168.8800000000001;3040.3800000000001;4128.5;57415.25;1200;11981.25;10500;3600;NA;127246;16763.75;NA;5992.4700000000003;8974.5;243673;750;450;120;750;800;850;0;100;140;175;0;90;20236.66;1220.1600000000001;21456.82;63242.18;5535;68777;15065.52;3148.1300000000001;18213.650000000001;6440;13122.16;800;10339.719999999999;139150;62010;9761.4899999999998;22782.59;2766.5999999999999;1839.8;5822.9700000000003;104983;244133;243673;NA;459.88;19;14;8;0;154;27;222;0;0;3;14;103;32;152;374;0;0;18;8;13;1;13;7;9;21;23;30;30;29;22;28;252;3;11;15;20;40;33;122;374;0;0;0;0;2;0;0;0;3;10;0;5;8;3;5;1;2;3;1;41;0;0;0;0;1;1;0;0;1;0;0;3
67;4;SENS;112;1854;7812.8100000000004;3170.4499999999998;4642.3599999999997;46858.330000000002;1000;13668.75;3750;4050;900;92552;9842;NA;1478.8299999999999;9760.7299999999996;183861;750;450;125;700;750;800;0;100;125;150;0;90;17909.439999999999;400;18309.439999999999;49315;4807.5;54123;5543.3299999999999;575.83000000000004;6119.1599999999999;4900;9306.9200000000001;900;7875.5200000000004;101534;48320.709999999999;10561.610000000001;13752.129999999999;1799.6800000000001;918.73000000000002;6794.21;82147;183681;183861;180.03;NA;20;9;7;2;114;28;180;0;0;10;6;69;0;85;265;0;0;12;4;14;0;11;0;13;16;19;11;20;18;8;19;165;0;6;12;22;32;28;100;265;0;0;0;1;0;0;0;0;4;1;0;3;1;3;2;2;1;4;2;23;1;0;1;3;0;0;2;0;0;1;0;8
68;5;TROYES;122;1853;20940;6837;14103;41175.010000000002;3500;16177.4;4800;6559.5;NA;159559;33171.75;559;3802.2600000000002;14290.25;283594;800;475;120;750;800;850;1000;100;140;175;250;90;22475;1297.5;23772.5;67404.399999999994;9879.9599999999991;77284;19826.650000000001;1936.7;21763.349999999999;6785;15212.299999999999;1050;11408.35;157276;76024.889999999999;15460.360000000001;23597.049999999999;2479.9299999999998;1115.95;9934.1700000000001;128612;285888;283594;NA;2294.4899999999998;24;10;9;0;156;60;259;1;0;4;40;238;4;287;546;1;10;19;17;5;0;14;1;12;34;22;29;27;24;26;126;367;8;9;26;29;54;53;179;546;0;0;3;0;0;0;1;2;0;2;1;1;0;1;5;7;2;2;2;23;1;0;0;0;1;1;1;2;0;1;1;8
69;0;DOUA1;0;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;NA;NA;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;59;68;80;70;50;64;53;78;57;69;715;13;14;13;23;16;17;23;12;18;18;18;185
70;2;AMIENS(G);17;1803;12480;4747;7733;58000;NA;21975;4050;7200;NA;158022;30619.5;NA;8728.7600000000002;18042.529999999999;306638;900;525;150;850;900;950;1000;140;175;225;300;90;23879.709999999999;530;24409.709999999999;92525;12612.5;105138;21237.5;1256.6600000000001;22494.16;7860;17182.459999999999;1362.5;9913.6900000000005;188360;67594.470000000001;11119.610000000001;23660.41;2730.4299999999998;2247.5900000000001;14276.99;121630;309990;306638;NA;3351.4000000000001;32;8;7;0;147;35;229;0;0;5;49;157;0;211;440;7;9;31;15;10;0;21;0;20;29;33;34;31;27;22;37;326;7;9;10;27;43;18;114;440;0;3;13;4;1;0;0;0;1;2;3;8;1;0;4;1;4;7;7;38;0;0;0;1;0;0;0;0;0;0;0;1
71;8;CHARLEVILLE;40;1876;25542;3878;21664;30838.330000000002;NA;17480;7275;4775;NA;109744;15137.5;NA;6220.7200000000003;19538.950000000001;211009;800;475;90;750;800;850;0;100;140;175;0;90;18794.439999999999;871.63999999999999;19666.080000000002;51353.330000000002;8917.7700000000004;60271;9100;2405;11505;5917;12000.24;750;8024.4700000000003;118134;52158.5;11848.23;20059.919999999998;2299;1199.95;14549.91;102116;220249;211009;NA;9240.3999999999996;29;15;8;0;111;26;189;0;0;0;30;106;0;136;325;0;0;15;15;5;0;9;2;12;23;30;29;24;19;13;34;230;0;7;16;20;28;24;95;325;0;0;0;2;0;0;0;0;0;0;1;3;2;5;6;2;8;5;1;33;0;0;0;2;0;0;2;1;1;0;2;8
72;3;DOUAI;49;1803;25042;6911;18131;63104.199999999997;NA;18791.25;NA;5550;NA;194278;28958.25;NA;9666.1800000000003;22666.490000000002;343014;900;525;150;850;900;950;1000;140;175;225;300;90;24958.900000000001;537.5;25496.400000000001;100137.2;15296.450000000001;115434;12850;1070;13920;9062.5;22470.900000000001;900;11721;199004;77317.729999999996;12370.35;30369.299999999999;2248.96;2529.8800000000001;15684.450000000001;140521;339525;343014;3488.75;NA;20;0;9;0;208;36;273;1;0;0;32;172;0;205;478;10;21;26;11;13;3;32;7;16;34;37;35;36;31;28;48;388;0;7;12;19;31;21;90;478;1;5;26;10;0;1;1;0;29;23;20;21;17;20;15;16;14;16;15;206;4;2;3;5;4;5;3;1;3;3;4;40
73;2;LAON;57;1887;18646.130000000001;6036.0500000000002;12610.08;11062.5;NA;3262.5;2250;2250;NA;15421;3981;NA;1702.6800000000001;12981.200000000001;52911;750;450;90;700;750;800;0;80;100;120;0;90;4472.2200000000003;139.99000000000001;4612.21;10813.33;1121;11934;2610;265.5;5875.5;855;2056.1199999999999;180;1853.74;24367;10898.360000000001;1546.02;9903.0400000000009;NA;39.850000000000001;9605.1499999999996;31992;56359;52911;NA;3448.6900000000001;17;13;9;0;57;15;111;0;0;5;0;113;0;118;229;0;0;16;8;6;0;9;0;7;7;11;9;22;21;14;27;157;0;6;13;10;14;29;72;229;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
74;6;LILLE;59;1845;14744;6220;8524;86119.440000000002;NA;21250.5;NA;NA;NA;221690;61292.650000000001;1500;10925.049999999999;15477.049999999999;418254;900;525;150;850;900;950;1000;140;175;225;300;90;24905;1249.1700000000001;26154.169999999998;137925;23932.77;161858;19804.439999999999;4605;24409.439999999999;7056.3299999999999;33033.089999999997;1100;13103.780000000001;266715;84597.119999999995;11051.219999999999;29926.75;3903.0300000000002;3284.9000000000001;9599.5499999999993;142363;409077;418254;9177.1200000000008;NA;36;0;0;0;177;137;350;4;0;0;67;323;0;394;744;13;16;72;43;16;0;50;1;24;41;65;51;52;53;37;91;625;0;16;18;24;37;24;119;744;0;6;21;24;6;0;1;0;30;29;29;37;34;15;31;21;35;24;30;315;7;11;5;7;5;5;6;2;5;2;6;61
75;5;SAINT-OMER;110;1845;10509.290000000001;6581.0699999999997;3928.2199999999998;73029.149999999994;NA;12270;6000;8850;400;49462;12853;NA;1687.4100000000001;11539.219999999999;176091;800;475;0;750;800;850;0;100;140;175;0;90;16950;1450;18400;54016.080000000002;5203.1499999999996;59219;13279.99;2201.8200000000002;15481.809999999999;4708.3299999999999;8567.7399999999998;800;6245;113422;31940.220000000001;8130.0299999999997;11356.65;1995.2;499.60000000000002;10536.43;64458;177880;176091;NA;1789.21;16;10;3;1;57;12;99;0;0;20;12;118;0;150;249;0;0;7;6;4;0;5;0;6;12;15;24;11;19;21;38;168;6;6;9;21;24;15;81;249;0;0;0;1;0;0;0;0;5;4;4;5;5;4;4;7;5;1;8;52;1;1;2;0;2;1;4;2;1;1;1;16
76;3;SAINT-QUENTIN;111;1853;17616;4961;12655;60216.379999999997;300;9480;12006.25;2890;2880;97306;29303.5;NA;3156.75;9987.8400000000001;227526;850;500;170;800;850;900;0;120;150;200;0;90;21561.110000000001;931.94000000000005;22493.049999999999;64946.660000000003;7401.9399999999996;72347;13210;4415;17625;5027.0299999999997;13278.889999999999;900;8790;140463;53293.779999999999;11618.75;16437.48;2490.3699999999999;1455.3;7806.0200000000004;93102;233564;227527;NA;6037.5500000000002;17;21;0;4;101;21;164;0;0;17;30;172;0;219;383;0;0;22;8;5;1;10;3;15;19;25;18;20;19;25;60;250;10;6;13;24;39;41;133;383;0;0;0;5;0;0;0;2;2;1;2;3;4;1;2;0;3;1;2;21;1;0;2;2;1;3;1;0;1;0;0;11
