;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;MODE ADMINISTRATION REGIE;MODE ADMINISTRATION PENSION;DATE RENOUVELLEMENT MOIS;DATE RENOUVELLEMENT ANNEE;PROPRIETE BATIMENT VILLE;PROPRIETE BATIMENT ETAT;ETAT BATIMENT BON;ETAT BATIMENT ASSEZ;ETAT BATIME MAUVAIS;PROPRIETE MOBILIER VILLE;PROPRIETE MOBILIER PRINCIPAL;ETAT MOBILIER BON;ETAT MOBILIER ASSEZ;ETAT MOBILIER MAUVAIS;ENSEIGNE CLASSIQUE TAUX;ENSEIGNE CLASSIQUE RETRIBUTION;ENSEIGNEMENT SPECIAL TAUX;ENSEIGNE SPECIAL RETRIBUTION;TAUX FRAIS ETUDES CLASSIQUES;TAUX FRAIS ETUDES SPECIALES;RECETTE SUBVENTION ETAT ENTRETIEN;RECETTE SUBVENTION ETAT ASSURANCE;RECETTE SUBVENTION COMMUNE;RECETTE SUBVENTION DEPARTEMENT;RECETTE PRODUIT PENSION;RECETTE PRODUIT ETUDES;RECETTE ABONNEMENTS;RECETTE TOTALE;DEPENSES PERSONNEL;DEPENSES NOURRITURE;DEPENSES FRAIS SERVICE;DEPENSES TOTAL;COLLEGE CHAIRE MATHEMATIQUES;COLLEGE CHAIRE REGULIERES;COLLEGE PLUSIEURS CHAIRES;COLLEGE LIMITE RHETORIQUE;COLLEGE LIMITE SECOND;COLLEGE LIMITE TROISIEME;COLLEGE DIVISION GRAMMAIRE;COLLEGE ENSEIGNEMENT 6;COLLEGE ENSEIGNEMEENT 5;COLLEGE ENSEIGNEMEENT 4;COLLEGE ENSEIGNEMEENT 3;COLLEGE ENSEIGNEMEENT 2;COLLEGE ENSEIGNEMEENT 1;COLLEGE ECOLE PRIMAIRE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE BOURSE FONDATION;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 7;ELEVE CLASSIQUE TOTAL;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;PROFESSEUR CLASSIQUE SCIENCE;PROFESSEUR CLASSIQUE PHILOSOPHIE;PROFESSEUR CLASSIQUE HISTOIRE;PROFESSEUR CLASSIQUE RHETORIQUE;PROFESSEUR CLASSIQUE GRAMMAIRE;PROFESSEUR CLASSIQUE ELEMENTAIRE;PROFESSEUR CLASSIQUE LANGUES;PROFESSEUR CLASSIQUE TOTAL;PROFESSEUR SPECIAL;PROFESSEUR CLASSE PRIMAIRE;PROFESSEUR TOTAL GENERAL;ELEVE CLASSIQUE MATHEMATIQUES;ELEVE CLASSIQUE PHILOSOPHIE;ELEVE CLASSIQUE RHETORIQUE;ELEVE CLASSIQUE GRAMMAIRE;ELEVE CLASSIQUE ELEMENTAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL;ELEVE CLASSE PRIMAIRE;ELEVE TOTAL GENERAL;NOMBRE PROFESSEURS;NOMBRE ELEVES;RAPPORT NOMBRE PROFFESSEURS ELEVES
101;2;SAINT-FLOUR;709;1803;5495;1103;4392;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;400;45;400;NA;45;NA;6406.1199999999999;6031.3800000000001;10488.01;NA;10550;910;510;34896;23648.599999999999;9100;966.90999999999997;33716;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3;2;0;1;6;2;14;0;0;0;0;17;0;17;31;0;0;3;0;0;1;0;3;5;2;1;1;3;1;20;0;3;4;4;0;0;0;11;31;0;0;0;0;0;0;0;0;2;0;1;2;1;1;1;8;1;0;9;3;0;9;4;4;20;11;0;31;9;31;4
102;5;THIERS;740;1808;2682;1142;1540;0;1;3;1881;0;1;0;0;1;1;0;0;1;0;440;100;440;60;100;60;4400;5100;9445;NA;14260;7380;1113.3;41698;26313.299999999999;13160;1125;40598;0;0;1;0;0;0;0;0;1;0;0;0;0;1;6;7;0;0;16;2;31;0;0;40;0;80;0;120;151;0;0;10;0;0;0;3;2;7;11;7;16;0;0;56;40;16;16;13;6;4;0;55;151;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;6;2;1;9;10;0;12;34;0;56;55;40;151;9;151;17
103;8;TREIGNAC;744;1808;2621;649;1972;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;400;NA;400;NA;70;50;8200;2800;3400;NA;12360;2610;230;29600;17500;10200;1100;28800;0;0;0;0;0;1;0;0;0;1;0;0;0;1;7;8;0;0;13;3;31;0;0;0;0;156;0;156;187;0;0;0;0;0;0;0;0;3;5;5;2;6;8;29;121;11;16;5;5;0;0;37;187;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;1;2;7;0;0;0;15;14;29;37;121;187;7;187;27
104;0;DIJON;0;NA;-0.01;-0.01;-0.01;2;13;NA;NA;15;0;7;3;5;15;0;3;7;5;495;53;500;54;75;61;72118.460000000006;70845.25;178404.59;NA;311075.04999999999;89482.300000000003;24758.200000000001;746684;423047.54999999999;233776.64999999999;71391.020000000004;728215;0;3;6;0;0;4;2;1;2;5;7;0;0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
105;8;ARNAY-LE-DUC;519;1804;19410;5260;14150;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;450;35;450;35;20;20;3239.1700000000001;1225.55;5226.8000000000002;NA;NA;1376;NA;11068;8360.2700000000004;1000;1706.7;11067;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;32;0;32;32;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;9;5;5;3;2;0;0;15;32;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;1;1;5;0;0;0;0;8;8;15;9;32;5;32;7
106;1;AUXERRE(G);525;1803;9935;3002;6933;1;0;1;1881;1;0;1;0;0;1;0;0;1;0;540;120;530;120;120;120;2047.22;7126.0799999999999;18296.59;NA;92707.149999999994;28389.5;12740.5;161307;77763.220000000001;51371.879999999997;32171.939999999999;161307;0;1;0;0;0;0;0;0;1;0;0;0;0;1;17;6;0;0;138;18;179;0;0;0;0;166;8;174;353;0;0;27;8;0;22;0;13;27;28;21;26;17;8;197;54;28;38;22;6;8;0;102;353;0;0;0;2;0;0;0;0;4;1;1;3;3;2;2;16;6;2;24;27;8;62;75;25;197;102;54;353;24;353;15
107;2;AVALLON;528;1803;3637.4099999999999;931.59000000000003;2705.8200000000002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;NA;-0.01;-0.01;-0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7
108;9;AUXONNE;527;1804;1485;606.80999999999995;878.19000000000005;0;1;5;1881;1;0;0;1;0;1;0;0;1;0;500;NA;500;NA;35;35;1675;2700;10848.16;NA;1940;1050;NA;18213;14775;1462.5;1018.16;17256;0;0;0;0;0;0;1;0;0;1;0;0;0;1;6;0;0;0;3;4;13;0;0;0;0;83;0;83;96;0;0;9;0;0;0;0;0;0;9;3;11;9;5;46;16;19;5;8;2;0;0;34;96;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;4;2;1;7;9;0;0;23;14;46;34;16;96;7;96;14
109;2;BAR-SUR-AUBE;535;1851;4522;1579;2943;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;455;45;455;45;100;60;4600;3825;6226.5;NA;20250;4348.5;NA;39250;18500;14750;1900;35150;0;0;0;0;0;1;0;0;0;0;1;0;0;1;7;0;0;0;43;2;52;0;0;0;0;50;0;50;102;0;0;12;0;0;0;0;0;1;5;2;8;0;0;28;29;16;19;10;0;0;0;45;102;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;6;1;2;9;12;0;1;15;0;28;45;29;102;9;102;11
110;1;BEAUNE;539;1803;4479.4799999999996;1528.49;2950.9899999999998;0;1;1;1883;1;0;0;0;1;1;0;0;0;1;565;10;565;10;70;50;2500;8585;22014.439999999999;NA;21024;7040;203;61366;37029;16589;3153;56771;0;1;0;0;0;0;0;0;0;0;1;0;0;1;7;0;0;0;32;12;51;0;0;0;0;143;0;143;194;0;0;7;2;0;7;0;14;12;11;16;16;5;21;111;33;20;20;10;0;0;0;50;194;0;0;0;0;0;0;0;0;2;1;1;3;3;2;1;13;2;2;17;7;2;33;43;26;111;50;33;194;17;194;11
111;2;CHATILLON-SUR-SEI;579;1803;2623.3499999999999;1401.72;1221.6300000000001;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;484;80;484;90;80;90;4600.4099999999999;4618.0600000000004;10885.85;NA;8228;4664;200;33196;23468.32;7492.3199999999997;1300;32261;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;15;0;18;0;0;0;0;63;0;63;81;0;0;6;1;0;0;1;4;2;2;5;1;5;5;32;15;10;13;11;0;0;0;34;81;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;8;2;2;12;6;1;7;8;10;32;34;15;81;12;81;7
112;2;CLAMECY;584;1804;2368;1121;1247;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;500;30;500;30;60;60;6728.5699999999997;3800;13080.360000000001;NA;23000;3496.1999999999998;NA;50105;25854.540000000001;18000;2098.5900000000001;45953;0;0;1;0;0;0;0;0;0;1;0;0;0;1;11;0;0;0;31;1;43;0;0;1;0;52;0;53;96;0;0;11;0;0;1;0;2;5;8;8;6;8;5;54;13;10;13;4;2;0;0;29;96;0;0;0;0;0;0;0;0;2;1;0;2;1;1;1;8;1;1;10;11;0;8;22;13;54;29;13;96;10;96;10
113;3;COSNE-SUR-LOIRE;595;1825;4297;708;3589;0;1;1;1881;1;0;0;0;1;1;0;0;1;0;475;25;475;25;65;45;1900;3900;3959;NA;11875;3641;400;25675;13200;11025;1450;25675;0;0;0;0;0;1;0;0;0;0;1;0;0;1;8;0;0;0;26;5;39;0;0;0;0;80;0;80;119;0;0;0;0;0;0;0;0;4;8;2;7;10;13;44;40;19;11;5;0;0;0;35;119;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;4;1;2;7;0;0;4;17;23;44;35;40;119;7;119;17
114;3;JOIGNY;633;1803;4689.3599999999997;785.24000000000001;3904.1199999999999;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;500;50;500;50;110;80;5375;2020.8299999999999;8465.5;NA;20000;4384.5;NA;40246;19345.830000000002;15900;1900;37146;0;0;0;0;0;1;0;0;1;0;0;0;0;1;5;1;0;0;34;2;42;0;0;0;0;45;0;45;87;0;0;0;0;0;0;0;0;4;0;8;5;3;5;25;9;16;10;12;7;8;0;53;87;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;6;1;1;8;0;0;4;13;8;25;53;9;87;8;87;11
115;2;LANGRES;638;1803;6654;1838;4816;1;0;2;1881;1;0;1;0;0;1;0;0;1;0;576;NA;546;NA;143;103;9664.2000000000007;9444.4599999999991;21422.16;NA;38110.900000000001;9221.6000000000004;8417.7999999999993;96281;53359.970000000001;26440.799999999999;16480.349999999999;96281;0;1;0;0;0;0;0;1;0;0;0;0;0;1;10;4;0;0;59;2;75;0;0;26;2;67;0;95;170;0;0;21;1;1;5;1;5;6;10;13;8;5;8;84;17;9;17;21;10;10;2;69;170;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;3;1;19;21;2;17;31;13;84;69;17;170;19;170;9
116;10;SAULIEU;727;1808;1606;1052;554;0;1;5;1881;1;0;0;0;1;1;0;0;0;1;450;60;450;45;30;30;6333.3299999999999;2800;8095.8999999999996;NA;7200;3020;1081.9000000000001;28531;19683.330000000002;7200;1181.9000000000001;28065;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;13;0;13;0;0;0;0;45;0;45;58;0;0;6;0;0;0;0;0;2;6;6;4;0;5;29;12;6;7;4;0;0;0;17;58;0;0;0;0;0;0;0;0;3;0;0;0;2;1;1;7;1;1;9;6;0;2;16;5;29;17;12;58;9;58;6
117;4;SEMUR;732;1803;7640;1060;6580;0;1;3;1881;1;0;0;1;0;1;0;0;0;1;460;60;460;60;60;60;6350;5236.6700000000001;14265;NA;14000;4170;700;44722;30286.669999999998;11900;1680;43867;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;43;3;49;0;0;0;0;42;0;42;91;0;0;12;3;0;1;0;3;3;8;5;11;5;0;51;12;17;7;4;0;0;0;28;91;0;0;0;0;0;0;0;0;2;1;0;2;1;1;1;8;3;1;12;12;3;7;24;5;51;28;12;91;12;91;8
118;5;TONNERRE;741;1804;2648.1500000000001;1348.1500000000001;1300;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;500;80;500;50;80;50;6005.5600000000004;4101.3800000000001;10326.68;NA;24650;6390;NA;51474;25493.619999999999;24000;1330;50824;0;0;1;0;0;0;0;0;0;1;0;0;0;1;6;1;0;0;41;3;51;0;0;0;0;69;0;69;120;0;0;6;0;0;4;0;2;8;5;6;11;8;9;59;13;22;15;9;2;0;0;48;120;0;0;0;0;0;0;0;0;2;1;0;2;1;1;1;8;2;1;11;6;0;14;22;17;59;48;13;120;11;120;11
119;3;VASSY;748;1804;6400;1400;5000;0;1;2;1881;1;0;1;0;0;1;0;0;1;0;490;60;490;60;75;85;7900;6617.2200000000003;14350.040000000001;NA;19090;5215;435;53607;34863.349999999999;17845.150000000001;2342.1999999999998;55051;0;0;1;0;0;0;0;0;0;1;0;0;0;1;7;2;0;0;26;3;38;0;0;11;0;43;0;54;92;0;0;9;0;0;7;3;2;3;6;7;5;5;9;56;6;5;10;10;5;0;0;30;92;0;0;0;0;0;0;0;0;3;1;1;1;2;2;1;11;2;1;14;9;0;15;18;14;56;30;6;92;14;92;7
120;0;DOUOI;0;NA;-0.01;-0.01;-0.01;7;17;NA;NA;24;0;13;10;1;24;0;10;9;5;534;62;533;61;76;66;119324.66;95612.660000000003;473074.96999999997;NA;762364.40000000002;197391.37;84577.330000000002;1732345;987852.31999999995;511326.02000000002;208758.22;1707937;0;8;6;3;0;5;2;4;8;4;7;1;0;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
121;13;ARMENTIERES(G);517;1810;15396;5340;10056;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;500;60;500;60;50;50;12000;2633.8800000000001;42850;NA;40800;13800;NA;112084;65033.879999999997;36700;9250;110984;0;1;0;0;0;0;0;0;1;0;0;0;0;1;10;6;0;0;90;22;128;0;1;2;0;149;0;152;280;0;0;12;2;5;9;3;6;7;18;6;18;17;17;120;91;23;17;20;8;1;0;69;280;0;0;0;0;0;0;0;0;4;1;1;3;3;2;2;16;2;4;22;12;7;25;42;34;120;69;91;280;22;280;13
122;1;ARRAS;520;1808;7087;3896;3191;1;0;11;1887;1;0;0;1;0;1;0;0;1;0;520;90;540;80;90;80;NA;4300;36500;NA;39880;20815;11200;112695;72760;25235;14700;112695;0;1;0;0;0;0;0;1;0;0;0;0;0;1;8;0;5;0;63;9;85;0;0;19;0;169;0;188;273;0;0;17;5;1;9;3;7;13;17;21;18;19;35;165;34;18;25;22;6;2;1;74;273;0;0;0;0;0;0;0;0;3;1;1;3;3;3;2;16;4;2;22;17;6;32;56;54;165;74;34;273;22;273;12
123;1;AVESNES;529;1804;20442;14042;6400;1;0;1;1881;1;0;1;0;0;1;0;1;0;0;500;80;500;80;80;80;9450;5126.6599999999999;12249;NA;37280;7531;2439.5999999999999;74076;41924.660000000003;20632.669999999998;11518.93;74076;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;56;11;69;0;0;0;0;87;0;87;156;0;0;9;2;0;2;2;2;11;11;13;16;6;12;86;21;20;20;9;0;0;0;49;156;0;0;0;0;0;0;0;0;2;0;1;2;3;1;2;11;1;1;13;9;2;17;40;18;86;49;21;156;13;156;12
124;2;BETHUNE;544;1805;7700;850;6850;0;1;NA;1881;1;0;0;1;0;1;0;0;0;1;500;60;500;60;75;90;6175;4527.4899999999998;18665;NA;3840;4345;1899.5;39452;33441.379999999997;500;4856.6800000000003;38798;0;0;1;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;56;8;68;0;0;20;0;91;0;111;179;0;0;12;3;0;4;0;4;5;8;10;13;14;12;85;49;16;14;15;0;0;0;45;179;0;0;0;0;0;0;0;1;3;0;0;2;1;1;2;9;3;3;15;12;3;13;31;26;85;45;49;179;15;179;12
125;3;BOULOGNE-SUR-MER;551;1835;4643.8999999999996;2437.48;2206.4200000000001;1;0;NA;1881;1;0;0;1;0;1;0;1;0;0;825;NA;800;NA;125;125;1500;4200;36142.540000000001;NA;59590.25;22840.619999999999;7915.4499999999998;132189;77624.740000000005;31811.91;22752.209999999999;132189;0;1;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;0;53;15;73;0;0;32;0;236;0;268;341;0;0;13;2;1;6;3;6;16;18;14;20;30;27;156;77;41;43;20;4;0;0;108;341;0;0;0;0;0;0;0;0;3;1;1;3;3;2;4;17;2;3;22;13;3;31;52;57;156;108;77;341;22;341;16
126;9;CALAIS;557;1881;3600;1800;1800;0;1;7;1881;1;0;0;1;0;1;0;1;0;0;600;80;600;100;90;90;6322.5;50;29273.25;NA;17400;14481;NA;67527;45559.129999999997;16800;4567.6199999999999;66927;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2;0;2;0;13;25;42;0;0;20;0;167;0;187;229;0;0;10;0;0;0;0;0;4;4;8;15;39;31;111;54;37;14;8;2;3;0;64;229;0;0;0;0;0;0;0;0;2;0;1;1;3;2;2;11;3;3;17;10;0;4;27;70;111;64;54;229;17;229;13
127;2;CAMBRAI(G);559;1803;6844;2034;4810;1;0;1;1881;1;0;0;0;1;1;0;0;0;1;550;100;550;110;20;20;2639.6599999999999;6956.8800000000001;41820.75;NA;71962.100000000006;16677;325.39999999999998;140382;86627.080000000002;35751.589999999997;18003.119999999999;140382;0;1;0;0;0;0;0;1;0;0;0;0;0;1;13;4;0;0;90;21;128;0;0;32;0;170;0;202;330;0;0;23;4;0;10;4;8;18;25;28;28;23;32;203;57;18;22;18;6;3;3;70;330;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;10;3;28;23;4;40;81;55;203;70;57;330;28;330;12
128;26;CASSEL;564;1807;1683.5999999999999;480.69999999999999;1202.9000000000001;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;500;40;450;40;20;20;2550;2200;4125;NA;6350;1600;200;17025;8600;5145;1635;15380;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;13;1;14;0;0;0;0;38;0;38;52;0;0;6;0;0;0;0;0;0;6;0;0;7;0;19;14;6;10;3;0;0;0;19;52;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;1;4;6;0;0;13;0;19;19;14;52;4;52;13
129;21;CATEAU(LE);568;1875;2592;755;1837;0;1;1;1881;1;0;1;0;0;1;0;0;1;0;550;NA;550;NA;50;30;6050;2818.04;13334.940000000001;NA;7500;1863;NA;31576;21081.93;7000;2294.0500000000002;30376;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;9;5;15;0;0;9;0;63;0;72;87;0;0;4;0;0;0;0;0;4;4;0;3;14;12;41;13;11;12;8;1;0;1;33;87;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;6;2;1;9;4;0;8;3;26;41;33;13;87;9;87;10
130;1;CHATEAU-THIERRY;577;1830;4490;1170;3320;0;1;1;1882;1;0;0;1;0;1;0;1;0;0;550;100;550;100;160;110;4900;3100;8505;NA;33984;8411;NA;58900;25600;29500;3800;58900;0;0;1;0;0;0;0;0;0;0;1;0;0;1;5;6;0;0;41;13;65;1;1;0;2;65;0;69;134;0;0;5;0;0;6;3;4;7;7;6;11;9;10;68;24;24;12;6;0;0;0;42;134;0;0;0;0;0;0;0;0;2;0;0;2;1;1;1;7;2;1;10;5;0;20;24;19;68;42;24;134;10;134;13
131;27;CONDE-SUR-L'ESCAU;590;1835;2080;740;1340;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;490;NA;490;NA;60;60;3450;1563.8800000000001;12070;NA;5295;4702.5;NA;27081;20449.02;4527.3000000000002;1902.26;26879;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3;0;0;0;1;5;9;0;0;17;0;75;0;92;101;0;0;0;0;0;0;0;2;1;5;6;8;12;6;40;10;17;15;9;6;4;0;51;101;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;6;1;1;8;0;0;3;19;18;40;51;10;101;8;101;12
132;1;ABBEVILLE(G);502;1803;10060;1700;8360;1;0;NA;1882;1;0;0;1;0;1;0;0;1;0;490;80;490;80;80;80;4400;4304.7200000000003;27730.75;NA;60783.5;6066;17953.869999999999;121239;65618.570000000007;33762.110000000001;21858.16;121239;0;1;0;0;0;0;0;1;0;0;0;0;0;1;25;2;0;0;65;12;104;0;0;0;0;100;0;100;204;0;0;10;9;0;6;3;6;10;8;12;8;6;9;87;42;20;22;20;8;3;2;75;204;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;4;2;21;10;9;25;28;15;87;75;42;204;21;204;10
133;4;DUNKERQUE;605;1803;2900.02;1820.74;1079.28;0;1;2;1881;1;0;1;0;0;1;0;0;1;0;528;22;528;22;66;66;1300;5499.1700000000001;62123.139999999999;NA;41400;12034;2800;125156;72809.580000000002;41000;8446.7299999999996;122256;0;1;0;0;0;0;0;0;1;0;0;0;0;1;10;5;0;1;52;22;90;0;0;58;1;160;0;219;309;0;0;26;2;0;5;0;11;9;17;19;15;20;29;153;78;32;25;11;9;1;0;78;309;0;0;0;1;4;0;0;0;5;1;1;3;3;2;3;18;3;3;24;26;2;25;51;49;153;78;78;309;24;309;13
134;9;FERE(LA)(G);616;1872;5000;1000;4000;0;1;NA;1881;1;0;1;0;0;1;0;0;0;1;550;70;550;50;NA;NA;8700;4200;12990;NA;33725;6717;NA;66332;30650;29200;4040;63890;0;0;0;1;0;0;0;0;0;1;0;0;0;1;5;4;0;0;46;11;66;0;0;5;0;51;0;56;122;0;0;7;0;0;1;0;4;5;6;7;6;7;3;46;17;22;16;14;7;0;0;59;122;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;6;4;1;11;7;0;10;19;10;46;69;17;132;11;132;12
135;5;HAZEBROUCK;628;1803;3356;1418;1938;0;1;NA;1881;1;0;1;0;0;1;0;0;0;1;500;NA;500;NA;45;40;7200;1947.5;14090;NA;8800;1860;NA;33898;25547.5;5000;1750;32298;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;2;0;0;9;1;13;0;0;0;0;103;0;103;116;0;0;3;0;0;0;0;0;3;7;2;4;10;8;37;43;20;7;9;0;0;0;36;116;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;6;2;2;10;3;0;3;13;18;37;36;43;116;10;116;12
136;14;HESDIN;629;1880;1120;494;626;0;1;3;1881;1;0;0;1;0;1;0;0;1;0;500;NA;500;NA;70;70;3950;621.11000000000001;5843.5500000000002;NA;7200;2500;NA;20115;9571.1100000000006;8450;1550;19571;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;12;4;17;0;0;2;0;33;0;35;52;0;0;0;0;0;0;0;0;3;3;2;2;0;0;10;10;16;12;3;1;0;0;32;52;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;1;6;0;0;3;7;0;10;32;10;52;6;52;9
137;28;LANDRECIES;637;1875;950;410;540;0;1;3;1881;1;0;0;1;0;1;0;0;1;0;490;30;490;30;70;50;2300;1850;5664;NA;20000;3300;575;33689;12650;13600;3600;29850;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;44;6;51;0;0;8;0;35;0;43;94;0;0;12;0;0;0;0;0;0;4;6;5;7;9;43;21;14;14;2;0;0;0;30;94;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;2;1;6;12;0;0;15;16;43;30;21;94;6;94;16
138;12;MAUBEUGE;659;1803;7448;2352;5096;0;1;1;1881;1;0;1;0;0;1;0;1;0;0;500;70;500;60;70;60;4100;3600;18260.080000000002;NA;19600;6316.5;2465;54342;31600;17700;3151.5799999999999;52452;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;34;10;48;0;0;0;0;94;0;94;142;0;0;9;0;0;2;0;5;3;9;6;11;10;8;63;30;21;20;8;0;0;0;49;142;0;0;0;0;0;0;0;0;2;0;1;2;2;1;1;9;2;1;12;9;0;10;26;18;63;48;30;141;12;141;12
