;CODE DU CHEF-LIEU, VILLE;NOM VILLE;CODE DU LYCEE OU COLLEGE;DATE DE FONDATION;SUPERFICIE TOTALE;SUPERFICIE BATIE;SUPERFICIE LIBRE;MODE ADMINISTRATION REGIE;MODE ADMINISTRATION PENSION;DATE RENOUVELLEMENT MOIS;DATE RENOUVELLEMENT ANNEE;PROPRIETE BATIMENT VILLE;PROPRIETE BATIMENT ETAT;ETAT BATIMENT BON;ETAT BATIMENT ASSEZ;ETAT BATIME MAUVAIS;PROPRIETE MOBILIER VILLE;PROPRIETE MOBILIER PRINCIPAL;ETAT MOBILIER BON;ETAT MOBILIER ASSEZ;ETAT MOBILIER MAUVAIS;ENSEIGNE CLASSIQUE TAUX;ENSEIGNE CLASSIQUE RETRIBUTION;ENSEIGNEMENT SPECIAL TAUX;ENSEIGNE SPECIAL RETRIBUTION;TAUX FRAIS ETUDES CLASSIQUES;TAUX FRAIS ETUDES SPECIALES;RECETTE SUBVENTION ETAT ENTRETIEN;RECETTE SUBVENTION ETAT ASSURANCE;RECETTE SUBVENTION COMMUNE;RECETTE SUBVENTION DEPARTEMENT;RECETTE PRODUIT PENSION;RECETTE PRODUIT ETUDES;RECETTE ABONNEMENTS;RECETTE TOTALE;DEPENSES PERSONNEL;DEPENSES NOURRITURE;DEPENSES FRAIS SERVICE;DEPENSES TOTAL;COLLEGE CHAIRE MATHEMATIQUES;COLLEGE CHAIRE REGULIERES;COLLEGE PLUSIEURS CHAIRES;COLLEGE LIMITE RHETORIQUE;COLLEGE LIMITE SECOND;COLLEGE LIMITE TROISIEME;COLLEGE DIVISION GRAMMAIRE;COLLEGE ENSEIGNEMENT 6;COLLEGE ENSEIGNEMEENT 5;COLLEGE ENSEIGNEMEENT 4;COLLEGE ENSEIGNEMEENT 3;COLLEGE ENSEIGNEMEENT 2;COLLEGE ENSEIGNEMEENT 1;COLLEGE ECOLE PRIMAIRE;ELEVE INTERNE BOURSE NATIONALE;ELEVE INTERNE BOURSE DEPARTEMENTALE;ELEVE INTERNE BOURSE COMMUNALE;ELEVE INTERNE BOURSE FONDATION;ELEVE INTERNE PENSION LIBRE;ELEVE INTERNE DEMI-PENSIONNAIRE;ELEVE INTERNES TOTAL;ELEVE EXTERNES BOURSE NATIONALE;ELEVE EXTERNE BOURSE DEPARTEMENTALE;ELEVE EXTERNE BOURSE COMMUNALE;ELEVE EXTERNE BOURSE FONDATION;ELEVE EXTERNES LIBRE;ELEVE EXTERNE ETABLISSEMENT;ELEVE EXTERNES TOTAL;ELEVES TOTAL GENERAL;ELEVE CLASSE MATHEMATIQUES SUPERIEUR NOUVEAU;ELEVE CLASSE MATHEMATIQUES SUPERIEUR VETERAN;ELEVE CLASSIQUE MATHEMATIQUES ELEMENTAIRE;ELEVE CLASSIQUE PHILOSOPHIE NOUVEAU;ELEVE CLASSIQUE PHILOSOPHIE VETERAN;ELEVE CLASSIQUE RHETORIQUE NOUVEAU;ELEVE CLASSIQUE RHETORIQUE VETERAN;ELEVE EN CLASSIQUE 2;ELEVE EN CLASSIQUE 3;ELEVE EN CLASSIQUE 4;ELEVE EN CLASSIQUE 5;ELEVE EN CLASSIQUE 6;ELEVE EN CLASSIQUE 7;ELEVE EN CLASSIQUE 7;ELEVE CLASSIQUE TOTAL;ELEVE CLASSIQUE CLASSE PRIMAIRE;ELEVE ENSEIGNEMENT SPECIAL 1;ELEVE ENSEIGNEMENT SPECIAL 2;ELEVE ENSEIGNEMENT SPECIAL 3;ELEVE ENSEIGNEMENT SPECIAL 4;ELEVE ENSEIGNEMENT SPECIAL 5;ELEVE ENSEIGNEMENT SPECIAL 6;ELEVE ENSEIGNEMENT SPECIAL TOTAL;REPARTITION ELEVE TOTAL;EN PREPA ECOLE NORMALE SCIENCE;EN PREPA ECOLE NORMALE LETTRE;EN PREPA ECOLE POLYTECHNIQUE;EN PREPA ECOLE SAINT-CYR;EN PREPA ECOLE NAVALE;EN PREPA ECOLE FORESTIERE;EN PREPA ECOLE CENTRALE;EN PREPA ECOLE NORMALE CLUNY;PROFESSEUR CLASSIQUE SCIENCE;PROFESSEUR CLASSIQUE PHILOSOPHIE;PROFESSEUR CLASSIQUE HISTOIRE;PROFESSEUR CLASSIQUE RHETORIQUE;PROFESSEUR CLASSIQUE GRAMMAIRE;PROFESSEUR CLASSIQUE ELEMENTAIRE;PROFESSEUR CLASSIQUE LANGUES;PROFESSEUR CLASSIQUE TOTAL;PROFESSEUR SPECIAL;PROFESSEUR CLASSE PRIMAIRE;PROFESSEUR TOTAL GENERAL;ELEVE CLASSIQUE MATHEMATIQUES;ELEVE CLASSIQUE PHILOSOPHIE;ELEVE CLASSIQUE RHETORIQUE;ELEVE CLASSIQUE GRAMMAIRE;ELEVE CLASSIQUE ELEMENTAIRE;ELEVE CLASSIQUE TOTAL;ELEVE ENSEIGNEMENT SPECIAL;ELEVE CLASSE PRIMAIRE;ELEVE TOTAL GENERAL;NOMBRE PROFESSEURS;NOMBRE ELEVES;RAPPORT NOMBRE PROFFESSEURS ELEVES
21;2;ROMORANTIN;703;1808;2397.5;456.94;1940.5599999999999;0;1;1;1881;1;0;1;0;0;1;0;0;1;0;475;NA;425;NA;100;60;7200;3600;6400;NA;7960;2860;300;28320;16650;7960;1800;26410;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;4;2;0;11;4;23;1;0;2;0;56;0;59;82;0;0;3;0;0;0;0;0;3;5;0;6;0;0;17;41;9;5;7;3;0;0;24;82;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;5;1;2;8;3;0;3;11;0;17;24;41;82;8;82;10
22;1;SAINT-AMAND;706;1806;2236;456;1780;0;1;2;1881;1;0;1;0;0;1;0;1;0;0;500;NA;500;NA;20;20;5000;500;11000;NA;8370;500;NA;25370;16300;6600;1464;24364;0;0;0;0;0;0;1;0;0;1;0;0;0;1;4;1;0;0;13;0;18;0;0;6;0;64;0;70;88;0;0;0;0;0;0;0;0;0;0;6;2;25;0;33;22;13;9;7;4;0;0;33;88;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;4;2;8;0;0;0;8;25;33;33;22;88;8;88;11
23;3;SAINTE-MENEHOULD;722;1808;1288;600;688;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;460;90;460;70;NA;NA;2000;4450;4890.9799999999996;NA;14090;7743;1151.8800000000001;34326;18003.330000000002;13210;2232.6300000000001;33446;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;2;0;0;30;2;35;0;0;4;0;56;0;60;95;0;0;5;0;0;0;0;0;0;6;4;5;13;0;33;17;19;12;9;2;2;1;45;95;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;5;4;1;10;5;0;0;15;13;33;45;17;95;10;95;10
24;3;SANCERRE;725;1808;706;376;330;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;NA;NA;400;NA;NA;50;1200;600;6400;NA;3600;280;NA;12080;7280;4200;600;12080;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;6;1;8;1;0;0;1;12;0;14;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;4;4;0;0;0;10;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;0;0;0;0;0;0;10;12;22;4;22;5
25;8;SEZANNE;734;1853;2062;892;1170;0;1;1;1881;1;0;1;0;0;1;0;0;1;0;500;NA;500;NA;90;90;5800;2300;9800;NA;15000;3700;NA;36600;18800;13000;4700;36500;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;3;0;0;28;3;35;0;0;5;0;58;0;63;98;0;0;9;0;0;0;0;0;0;0;1;5;11;16;42;20;12;15;9;0;0;0;36;98;0;0;0;0;0;0;0;0;3;0;0;0;1;2;1;7;2;1;10;9;0;0;6;27;42;36;20;98;10;98;10
26;5;VITRY-LE-FRANC(G);760;1808;-0.01;-0.01;-0.01;1;0;1;1881;1;0;1;0;0;1;0;0;1;0;550;NA;550;NA;100;100;6400;5900;31700;NA;31916;6871.5;11185.209999999999;9397371;44923.330000000002;25546.349999999999;14660.280000000001;8513096;0;1;0;0;0;0;0;1;0;0;0;0;0;1;8;9;0;4;39;5;65;0;0;0;0;96;0;96;161;0;0;3;4;0;4;0;6;8;6;11;11;8;8;69;44;9;16;8;8;6;1;48;161;0;0;0;0;0;0;0;0;3;1;1;3;3;2;1;14;4;3;21;3;4;18;28;16;69;48;44;161;21;161;8
27;0;AIX;0;NA;-0.01;-0.01;-0.01;2;15;NA;NA;14;2;5;7;5;17;0;4;4;9;425;50;423;55;62;56;84423.889999999999;88000;182643.32999999999;9600;189866.5;81841.149999999994;29859;666234;454692.57000000001;145967.5;47679.800000000003;648340;0;2;5;1;0;0;6;0;1;5;9;2;0;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28;1;AJACCIO;506;1814;3842.23;1221;2621.23;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;420;36;420;36;36;36;14350;11800;24012;2600;66637;16332;10030;145761;78650;45441;14640;138731;0;1;0;0;0;0;0;0;0;1;0;0;0;1;49;7;0;0;87;9;152;0;0;0;0;367;0;367;519;0;0;61;6;8;10;4;16;23;24;30;39;40;29;290;57;31;56;42;43;0;0;172;519;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;6;3;24;61;14;53;93;69;290;172;57;519;24;519;22
29;12;ANTIBES;512;1864;1430;340;1090;0;1;2;1881;1;0;1;0;0;1;0;0;0;1;NA;NA;410;90;NA;70;3650;1900;9280;NA;1080;4050;NA;19960;16600;900;860;18360;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;1;0;0;1;0;6;0;0;2;0;68;0;70;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;16;12;5;3;0;0;36;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;0;0;0;0;0;0;36;40;76;6;76;12
30;1;APT;513;1804;9900;1638;8262;0;1;5;1880;1;0;1;0;0;1;0;1;0;0;320;80;320;80;80;80;4100;3250;7930;NA;10800;5410;NA;31490;20190;9810;500;30500;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;31;3;36;0;0;0;0;48;0;48;84;0;0;16;0;0;0;0;0;0;0;0;0;0;0;16;21;22;14;11;0;0;0;47;84;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;3;3;1;7;16;0;0;0;0;16;47;21;84;7;84;12
31;2;ARLES;516;1861;1957;1307;650;0;1;9;1881;1;0;0;1;0;1;0;0;0;1;450;50;450;50;80;80;4700;5000;19154;NA;9040;6757;1202;45853;33500;9000;2550;45050;0;0;1;0;0;0;0;0;0;0;1;0;0;1;4;1;0;0;13;4;22;0;0;10;0;87;0;97;119;0;0;4;1;1;2;0;2;1;4;3;4;20;19;61;19;9;13;15;0;2;0;39;119;0;0;0;0;0;0;0;0;2;0;1;2;1;2;1;9;1;1;11;4;2;5;11;39;61;39;19;119;11;119;11
32;1;BARCELONNETTE;534;1803;2540;540;2000;0;1;NA;1881;1;0;0;1;0;1;0;0;0;1;380;70;380;70;70;60;6200;6650;5174.25;NA;7400;5575.75;700;31700;23820;7400;300;31520;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;23;2;25;0;0;14;0;91;0;105;130;0;0;2;2;0;0;0;3;5;5;4;5;7;12;45;24;32;18;11;0;0;0;61;130;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;7;2;1;10;2;2;8;14;19;45;61;24;130;10;130;13
33;3;CALVI;558;1826;234;234;NA;0;1;2;1881;0;0;1;0;0;1;0;1;0;0;450;30;450;30;30;30;5100;1600;2035;2000;740;345;NA;9820;8240;580;840;9660;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;10;0;9;0;19;20;0;0;0;0;0;0;0;0;0;0;1;0;8;0;9;0;0;8;3;0;0;0;11;20;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;1;0;4;0;0;0;1;8;9;11;0;20;4;20;5
34;3;CARPENTRAS(G);562;1804;4786;2173;2613;0;1;1;1881;0;1;0;0;1;1;0;0;0;1;390;80;390;80;90;50;5050;9200;16650;NA;16650;4695;400;52645;36270;9400;5925;51595;0;0;1;0;0;0;0;0;0;0;0;1;0;1;7;0;0;0;30;1;38;1;0;0;0;109;0;110;148;0;0;23;2;0;6;2;2;7;4;11;19;10;7;93;17;27;11;0;0;0;0;38;148;0;0;0;0;0;0;0;0;2;1;1;1;2;2;1;10;2;1;13;23;2;17;34;17;93;38;17;148;13;148;11
35;4;CORTE;594;1836;420;420;NA;1;0;1;1881;1;0;0;0;1;1;0;0;0;1;NA;25;NA;40;NA;NA;1600;4300;3359;5000;NA;NA;12941;27200;25300;NA;1900;27200;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;72;0;13;0;85;85;0;0;0;0;0;0;0;0;0;0;0;0;13;10;23;16;17;15;6;5;3;0;46;85;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;1;10;0;0;0;0;23;23;46;16;85;10;85;9
36;2;DRAGUIGNAN;603;1808;1693.5999999999999;926.55999999999995;767.03999999999996;0;1;2;1881;0;1;0;1;0;1;0;0;0;1;450;80;450;80;75;80;6300;9300;14000;NA;33500;12000;3700;78800;43000;25600;9000;77600;0;1;0;0;0;0;0;0;0;1;0;0;0;1;10;18;0;0;46;1;75;0;0;0;0;101;0;101;176;0;0;6;3;0;1;3;4;11;17;14;9;24;18;110;22;14;18;9;3;0;0;44;176;0;0;0;0;0;0;0;0;2;1;1;3;3;2;2;14;2;1;17;6;3;19;40;42;110;44;22;176;17;176;10
37;3;GRASSE;625;1808;1190;470;720;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;415;65;425;65;90;100;5223.8900000000003;7800;13157.530000000001;NA;16000;8740.1499999999996;210;51132;32311.57;13300;3680;49292;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;4;0;0;26;6;36;0;0;13;0;95;0;108;144;0;0;2;2;0;0;1;3;3;3;9;4;15;17;59;43;14;10;13;5;0;0;42;144;0;0;0;0;0;0;0;0;2;1;0;1;2;1;2;9;3;2;14;2;2;7;16;32;59;42;43;144;14;144;13
38;8;MANOSQUE;656;1862;2111;756;1355;0;1;NA;1881;1;0;0;0;1;1;0;0;1;0;NA;NA;400;NA;NA;NA;6050;2900;7850;NA;7780;NA;NA;24580;17300;6220;600;24120;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;17;8;25;0;0;59;0;0;0;59;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;22;15;9;4;0;0;50;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;6;0;0;0;0;0;0;50;34;84;6;84;14
39;9;MENTON;665;1863;5338.9099999999999;1500.99;3837.9200000000001;0;1;4;1881;1;0;1;0;0;1;0;1;0;0;550;50;550;50;100;100;2500;6950;14929.799999999999;NA;650;6760;NA;31790;28500;1840;1449.8;31790;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;0;6;5;13;0;0;1;0;102;0;103;116;0;0;5;0;0;0;0;0;0;3;5;4;7;13;37;56;11;7;5;0;0;0;23;116;0;0;0;0;0;0;0;0;2;0;0;0;2;1;2;7;3;2;12;5;0;0;12;20;37;23;56;116;12;116;10
40;4;ORANGE;681;1809;3700;1080;2620;0;1;2;1881;1;0;0;1;0;1;0;0;0;1;400;60;400;60;110;90;3000;6150;12139.25;NA;7842;4945.75;291;34368;25468;6304;1385;33157;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;14;4;20;0;0;3;0;57;0;60;80;0;0;6;0;0;5;2;4;5;4;8;6;7;6;53;9;5;8;5;0;0;0;18;80;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;6;2;1;9;6;0;16;18;13;53;18;9;80;9;80;9
41;8;PERTUIS;686;1804;2486;348;2138;1;0;2;1881;1;0;0;1;0;1;0;0;1;0;NA;NA;NA;NA;15;5;2400;3300;8569.5;NA;NA;2150.5;NA;16420;15500;NA;1670;17170;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;0;49;0;55;55;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;30;10;7;3;0;0;0;20;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;0;0;0;5;0;5;20;30;55;6;55;9
42;9;SEYNE-LES-ALPES;733;1873;1755;390;1365;0;1;NA;1881;1;0;1;0;0;1;0;1;0;0;350;350;350;350;350;350;5400;1400;2730;NA;2047.5;1820;385;13783;10900;1747.5;450;13098;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;9;0;9;0;0;2;0;108;0;110;119;0;0;0;0;0;0;0;0;0;1;0;0;0;8;9;69;15;16;10;0;0;0;41;119;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3;2;2;7;0;0;0;1;8;9;41;69;119;7;119;17
43;5;SISTERON;736;1804;2109.5999999999999;662;1447.5999999999999;0;1;1;1881;1;0;0;0;1;1;0;0;0;1;450;NA;450;NA;30;30;6350;3200;8833;NA;7050;1700;NA;27133;20033;5825;450;26308;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;11;0;14;0;0;0;0;67;0;67;81;0;0;3;1;0;0;0;0;0;3;4;3;10;14;38;22;14;4;3;0;0;0;21;81;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;5;1;2;8;3;1;0;10;24;38;21;22;81;8;81;10
44;8;TARASCON;738;1808;1102.3;565.14999999999998;537.14999999999998;0;1;1;1881;1;0;0;0;1;1;0;0;1;0;500;30;500;30;50;30;4450;3300;12840;NA;2650;560;NA;23800;19110;2600;1480;23190;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;5;0;5;0;0;0;0;45;0;45;50;0;0;0;0;0;0;0;0;0;0;4;4;6;4;18;19;9;3;0;1;0;0;13;50;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;4;1;2;7;0;0;0;8;10;18;13;19;50;7;50;7
45;0;BESANCON;0;NA;-0.01;-0.01;-0.01;1;10;NA;NA;11;0;1;6;4;11;0;0;7;4;468;61;468;54;61;59;53305;67410;193880.57999999999;1366.6500000000001;210032.35000000001;65983.149999999994;10900.469999999999;602878;366850;165844;54395.75;587090;0;2;8;1;0;0;0;1;1;5;4;0;0;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
46;8;ARBOIS;514;1803;2907;1102;1805;0;1;5;1887;1;0;0;1;0;1;0;0;1;0;450;20;450;20;20;20;6325;6110;17025;NA;15200;800;1900;47360;29700;13000;3460;46160;0;0;1;0;0;0;0;0;0;0;1;0;0;1;7;1;0;1;16;16;41;0;0;0;0;103;0;103;144;0;0;6;2;0;3;0;1;2;8;8;9;12;28;79;46;10;5;4;0;0;0;19;144;0;0;0;0;0;0;0;0;2;1;0;1;2;2;1;9;1;2;12;6;2;6;25;40;79;19;46;144;12;144;12
47;1;BAUME-LES-DAMES;536;1804;4970.4399999999996;1235.8399999999999;3734.5999999999999;0;1;2;1881;1;0;0;1;0;1;0;0;1;0;430;90;460;50;90;50;7780;6900;8641;NA;52009;13299;NA;88629;38930;41699;8000;88629;0;0;1;0;0;0;0;0;0;1;0;0;0;1;19;1;0;22;86;1;129;0;0;0;0;49;0;49;178;0;0;8;3;0;7;3;9;8;10;15;10;8;7;88;41;13;12;14;10;0;0;49;178;0;0;0;0;0;0;0;0;2;1;1;2;3;1;1;11;2;2;15;8;3;27;35;15;88;49;41;178;15;178;12
48;2;DOLE;601;1828;7183;4083;3100;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;480;50;480;50;50;50;4500;9900;26650;NA;19800;6430;400;67680;46350;15830;3000;65180;0;1;0;0;0;0;0;0;0;0;1;0;0;1;13;2;0;0;24;5;44;1;0;0;0;106;0;107;151;0;0;24;7;1;4;1;6;5;10;8;18;9;9;102;18;10;10;11;0;0;0;31;151;0;0;0;0;0;0;0;0;3;1;1;3;3;1;1;13;2;2;17;24;8;16;36;18;102;31;18;151;17;151;9
49;1;GRAY;626;1803;9660;1752;7908;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;460;80;460;70;60;60;3700;5500;26200;NA;19100;8300;2000;64800;41900;14900;6300;63100;0;0;1;0;0;0;0;0;1;0;0;0;0;1;13;1;0;0;25;3;42;0;1;6;0;74;0;81;123;0;0;9;2;0;3;3;6;6;9;9;12;11;4;74;20;9;12;7;0;0;1;29;123;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;9;4;2;15;9;2;18;30;15;74;29;20;123;15;123;8
50;2;LURE;654;1806;4300;1050;3250;0;1;1;1881;1;0;0;0;1;1;0;0;1;0;500;35;500;37;71;49;3660;6100;15874.98;NA;17500;3449.1500000000001;1995.8699999999999;48580;27010;13015;6570;46595;0;0;1;0;0;0;0;0;0;1;0;0;0;1;9;0;0;0;23;6;38;0;0;11;0;36;0;47;85;0;0;5;1;0;0;0;2;7;5;3;6;5;2;36;10;21;10;6;2;0;0;39;85;0;0;0;0;0;0;0;0;3;0;1;1;2;1;0;8;3;1;12;5;1;9;14;7;36;39;10;85;12;85;7
51;8;LUXEUIL;655;1804;4108;700;3408;0;1;1;1881;1;0;0;1;0;1;0;0;0;1;450;40;450;30;60;50;3210;5400;11494.6;200;9450;3600;2188.5999999999999;35543;22760;7500;3488.5999999999999;33749;0;0;0;1;0;0;0;0;0;0;1;0;0;1;5;0;0;0;13;6;24;0;5;20;0;71;0;96;120;0;0;1;1;0;1;0;1;7;6;9;12;12;10;60;22;16;12;9;0;1;0;38;120;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;7;2;2;11;1;1;9;27;22;60;38;22;120;11;120;11
52;3;MONTBELIARD;671;1811;3804;1552;2252;1;0;1;1881;1;0;0;1;0;1;0;0;1;0;486;100;480;100;100;80;5250;4800;21510;266.64999999999998;23523.349999999999;14980;1966;72276;42750;19400;10126;72276;0;1;0;0;0;0;0;0;0;1;0;0;0;1;10;0;5;0;21;18;54;0;0;0;0;122;0;122;176;0;0;12;3;3;3;8;7;12;15;14;15;15;10;117;11;19;20;6;3;0;0;48;176;0;0;0;0;0;0;0;0;1;1;1;3;3;2;1;12;3;1;16;12;6;30;44;25;117;48;11;176;16;176;11
53;4;POLIGNY;688;1803;2826;1129;1697;0;1;2;1880;1;0;0;0;1;1;0;0;1;0;500;NA;475;NA;NA;NA;5250;3400;19050;450;10500;NA;NA;38650;27800;6850;2000;36650;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;15;5;24;0;0;0;0;129;0;129;153;0;0;11;3;0;3;0;3;2;3;5;5;8;9;52;76;15;6;4;0;0;0;25;153;0;0;0;0;0;0;0;1;2;1;0;1;1;1;1;7;3;2;12;11;3;9;12;17;52;25;76;153;12;153;13
54;4;PONTARLIER;690;1804;6581;1846;4735;0;1;2;1881;1;0;1;0;0;1;0;0;0;1;400;75;400;75;75;75;4100;5600;15735;NA;12000;4125;NA;41560;26500;11600;2901.1500000000001;41001;0;0;1;0;0;0;0;0;0;1;0;0;0;1;10;1;0;0;16;4;31;0;0;10;0;68;0;78;109;0;0;6;0;1;5;0;3;1;9;3;5;4;4;41;20;23;19;5;1;0;0;48;109;0;0;0;0;0;0;0;0;2;1;0;1;2;1;1;8;2;1;11;6;1;8;18;8;41;48;20;109;11;109;10
55;1;SAINT-CLAUDE;707;1806;21808;1220;20588;0;1;2;1881;1;0;0;0;1;1;0;0;0;1;470;55;470;55;85;55;5500;6500;15800;450;22350;6000;450;57050;33000;15000;6550;54550;0;0;1;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;37;1;43;0;0;6;0;72;0;78;121;0;0;7;0;0;0;1;0;2;1;2;5;5;1;24;15;8;26;28;10;5;5;82;121;0;0;0;0;0;0;0;0;2;0;0;2;1;1;2;8;2;1;11;7;0;3;8;6;24;82;15;121;11;121;11
56;9;SALINS;724;1806;11155;735;10420;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;465;NA;465;NA;60;40;4050;7200;15900;NA;8600;5000;NA;40750;30150;7050;2000;39200;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;14;6;22;0;0;0;0;74;0;74;96;0;0;16;3;0;4;2;2;7;4;9;9;5;3;64;16;7;6;0;3;0;0;16;96;0;0;0;0;0;0;0;0;2;0;1;2;1;1;1;8;2;2;12;16;3;15;22;8;64;16;16;96;12;96;8
57;0;BORDEAUX;0;NA;-0.01;-0.01;-0.01;1;7;NA;NA;8;0;1;3;4;8;0;1;4;3;438;94;438;94;101;95;34986.099999999999;42873.589999999997;80979.460000000006;1000;177504.60000000001;70519.100000000006;1854.75;409718;245178.51000000001;128108.53999999999;18609.450000000001;391897;0;2;3;1;0;2;0;0;1;3;2;2;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
58;1;BERGERAC;542;1806;6360;5830;530;1;0;11;1886;1;0;0;1;0;1;0;0;1;0;510;NA;510;NA;116;81;5974.1599999999999;7999.4300000000003;16939.650000000001;NA;30186.599999999999;9806.1000000000004;929.75;71836;53971.050000000003;13629.84;4234.8000000000002;71836;0;1;0;0;0;0;0;0;0;1;0;0;0;1;16;0;0;0;48;8;72;0;0;7;0;116;0;123;195;0;0;13;4;0;7;4;8;14;9;9;14;19;15;116;30;11;17;14;7;0;0;49;195;0;0;0;0;0;0;0;0;2;1;1;3;3;2;2;14;4;2;20;13;4;33;32;34;116;49;30;195;20;195;10
59;2;BLAYE;548;1842;11800;2100;9700;0;1;1;1881;1;0;1;0;0;1;0;0;1;0;480;120;480;100;120;100;6811.9399999999996;5124.1599999999999;17333.759999999998;NA;19086;8196;235;56787;37594.410000000003;12921.700000000001;3724.6500000000001;54241;0;0;1;0;0;0;0;0;0;1;0;0;0;1;9;3;0;2;26;7;47;0;0;15;0;34;0;49;96;0;0;7;5;0;6;1;3;8;5;3;11;5;1;55;9;15;13;3;1;0;0;32;96;0;0;0;0;0;0;0;0;2;1;1;2;2;1;2;11;2;1;14;7;5;18;19;6;55;32;9;96;14;96;7
60;5;LIBOURNE;642;1819;3800;1981;1819;0;1;1;1881;1;0;0;1;0;1;0;0;1;0;430;120;430;120;145;145;3300;9150;15821.049999999999;NA;65360;26352;150;30200;55013.050000000003;53760;2310;111083;0;1;0;0;0;0;0;0;1;0;0;0;0;0;19;3;0;0;115;29;166;0;0;18;0;71;0;89;255;0;0;15;10;4;17;5;13;21;29;25;13;13;6;171;15;17;31;10;7;4;0;69;255;0;0;0;0;0;0;0;0;3;1;1;3;3;2;2;15;3;1;19;15;14;56;67;19;171;69;15;255;19;255;13
